"book","chapter","verse","edition","text"
"Ev","11","02","2.04","() pater [veniat] spiritus sanctus. veniat regnum tuum."
"Ev","11","03","2.04","panem () cotidianum da."
"Ev","11","04","2.04","() dimitte delicta (). ne sinas nos deduci in temptationem."
"Ev","11","05","2.04","(similitudo) () (amicus) () (nocturnus panis petitor)."
"Ev","11","06","2.04","()"
"Ev","11","07","2.04","() (ad eum pulsat) () (cuius ianuam norat) (). (cubantem iam cum infantibus) ()."
"Ev","11","08","2.04","(is et exsurgit et dat etsi iam non quasi amico) () (sed quasi molesto)."
"Ev","11","09","2.04","() petite (ut accipies) quaerite (ut invenias) pulsate (ut aperiatur vobis)."
"Ev","11","11","2.04","(non serpentem pro pisce) ()"
"Ev","11","12","2.04","(nec scorpium pro ovo)."
"Ev","11","13","2.04","(et spiritum sanctum is dabit apud quem est et non sanctus) ()."
"Ev","11","14","2.04","(cum surdum daemonium expulisset)"
"Ev","11","15","2.04","() in Beelzebub () eicit daemonia ()."
"Ev","11","16","2.04","()"
"Ev","11","17","2.04","()"
"Ev","11","18","2.04","(non posse satanam dividi adversus semetipsum)."
"Ev","11","19","2.04","si ego in Beelzebub eicio daemonia filii vestri in quo eiciunt?"
"Ev","11","20","2.04","quodsi ego in digito dei expello daemonia ergone appropinquavit in vos regnum dei."
"Ev","11","21","2.04","(parabola fortis illius armati"
"Ev","11","22","2.04","(quem validior alius oppresit () (superasse) () (validior)."
"Ev","11","27","2.04","() (exclamat) () mulier de turba () beatus uterus qui te portavit et ubera quae."
"Ev","11","28","2.04","() immo beati qui sermonem dei audiunt et faciunt."
"Ev","11","29","2.04","() (ipse signum petentibus non dat)."
"Ev","11","33","2.04","(negat lucernam abstrudendam sed confirmat super candelabrum proponendam ut omnibus luceat)."
"Ev","11","37","2.04","() (pharisaeus qui illum vocaret ad prandium)"
"Ev","11","38","2.04","(retractabat penes se cur non prius tinctus esset quam recubuisset)."
"Ev","11","39","2.04","() exteriora calicis lavatis interiora autem vestra non emundatis."
"Ev","11","40","2.04","() nonne qui exteriora fecit et interiora fecit?"
"Ev","11","41","2.04","() date quae habetis eleemosynam et omnia munda erunt vobis."
"Ev","11","42","2.04","() vae vobis pharisaeis () (mentam) () (rutam) () (holuscula decimantes vocationem et dilectionem dei praetereuntes)."
"Ev","11","43","2.04","() vae vobis pharisaeis () (primatum captentes locorum et honorem salutationum incusat)."
"Ev","11","45","2.04","()"
"Ev","11","46","2.04","() vobis doctoribus legis vae () oneratis alios importabilibus oneribus (quae ipsi ne digito quidem aggredi audetis)."
"Ev","11","47","2.04","vae [vobis] (quod aedificarent prophetis monimenta interemptis a patribus eorum)."
"Ev","11","48","2.04","(se non consentire factis patrum)."
"Ev","11","52","2.04","vae vobis doctoribus legis () clavem agnitionis () (neque ipsi adibant neque alios admittebant)."
"Ev","12","01","2.04","() (discipulis) () cavete a fermento pharisaeorum quod est hypocrisis."
"Ev","12","02","2.04","nihil autem opertum quod non patefiet et nihil absconditum quod non dinoscetur."
"Ev","12","03","2.04","(quae inter se mussitarent vel tractarent) () (in ore hominum futura)."
"Ev","12","04","2.04","dico autem vobis amicis nolite terreri ab eis qui vos solummodo occidere possunt nec post hoc ullam in vobis habent potestatem."
"Ev","12","05","2.04","demonstrabo autem vobis quem timeatis. timete eum qui postquam occiderit potestatem habet mittendi in gehennam. itaque dico vobis hunc timete."
"Ev","12","08","2.04","dico enim vobis omnis qui confitebitur in me coram hominibus confitebor in illo coram deo."
"Ev","12","09","2.04","et omnis qui negaverit me coram hominibus denegabitur coram deo."
"Ev","12","10","2.04","qui dixerit in filium hominis remittetur illi qui autem dixerit in spiritum sanctum non remittetur ei."
"Ev","12","11","2.04","(perductos ad potestates prohibet ad interrogationem cogitare de responsione)."
"Ev","12","12","2.04","sanctus enim spiritus docebit vos ipse hora quid eloqui debeatis."
"Ev","12","13","2.04","() quidam () (postulat inter illum et fratrem ipsius de dividunda haereditate)."
"Ev","12","14","2.04","() quis me iudicem constituit super vos?"
"Ev","12","16","2.04","() parabola () (dives blandiens sibi de proventu agrorum suorum)."
"Ev","12","17","2.04","()"
"Ev","12","18","2.04","()"
"Ev","12","19","2.04","()"
"Ev","12","20","2.04","dixit () illi deus stulte hac nocte animam tuam reposcent. quae autem parasti cuius erunt?"
"Ev","12","22","2.04","(non vult curam nos agere animae de victu et corpori de vestitu)."
"Ev","12","23","2.04","(substantia ipsius animae) () (potior esca et materia ipsius corporis) () (potior tunica)."
"Ev","12","24","2.04","() corvi () non serunt nec metunt nec in apothecas condunt (et tamen aluntur ab ipso)."
"Ev","12","27","2.04","() lilia () non texunt nec nent et Salomon gloriosissimus (nec ullo tamen flosculo cultior)"
