"book","chapter","verse","edition","text"
"Ev","5","05","2.01","καὶ ἀποκριθεὶς ὁ Σίμων εἶπεν αὐτῷ· ἐπιστάτα δι᾽ ὅλης τῆς νυκτὸς κοπιάσαντες οὐδὲν ἐλάβομεν ἐπὶ δὲ τῷ ῥήματί σου χαλάσω τὸ δίκτυον."
"Ev","5","06","2.01","καὶ τοῦτο ποιήσαντες συνέκλεισαν ἰχθύων πλῆθος πολύ· διερρήγνυτο δὲ τὸ δίκτυον αὐτῶν."
"Ev","5","07","2.01","καὶ κατένευσαν τοῖς μετόχοις τοῖς ἐν τῷ ἑτέρῳ πλοίῳ τοῦ ἐλθόντας συλλαβέσθαι αὐτοῖς· καὶ ἦλθον καὶ ἔπλησαν ἀμφότερα τὰ πλοῖα ὥστε βυθίζεσθαι αὐτά."
"Ev","5","08","2.01","ἰδὼν δὲ Σίμων Πέτρος προσέπεσε τοῖς γόνασι τοῦ Ἰησοῦ λέγων· ἔξελθε ἀπ᾽ ἐμοῦ ὅτι ἀνὴρ ἁμαρτωλός εἰμι κύριε."
"Ev","5","09","2.01","θάμβος γὰρ περιέσχεν αὐτὸν καὶ πάντας τοὺς σὺν αὐτῷ ἐπὶ τῇ ἄγρᾳ τῶν ἰχθύων ᾗ συνέλαβον·"
"Ev","5","10","2.01","ὁμοίως δὲ καὶ Ἰάκωβον καὶ Ἰωάννην υἱοὺς Ζεβεδαίου οἳ ἦσαν κοινωνοὶ τῷ Σίμωνι. καὶ εἶπε πρὸς τὸν Σίμωνα ὁ Ἰησοῦς· μὴ φοβοῦ· ἀπὸ τοῦ νῦν ἀνθρώπους ἔσῃ ζωγρῶν."
"Ev","5","11","2.01","καὶ καταγαγόντες τὰ πλοῖα ἐπὶ τὴν γῆν ἀφέντες ἅπαντα ἠκολούθησαν αὐτῷ."
"Ev","5","12","2.01","καὶ ἐγένετο ἐν τῷ εἶναι αὐτὸν ἐν μιᾷ τῶν πόλεων καὶ ἰδοὺ ἀνὴρ πλήρης λέπρας· καὶ ἰδὼν τὸν Ἰησοῦν πεσὼν ἐπὶ πρόσωπον ἐδεήθη αὐτοῦ λέγων· κύριε ἐὰν θέλῃς δύνασαί με καθαρίσαι."
"Ev","5","13","2.01","καὶ ἐκτείνας τὴν χεῖρα ἥψατο αὐτοῦ εἰπών· θέλω καθαρίσθητι. καὶ εὐθέως ἡ λέπρα ἀπῆλθεν ἀπ᾽ αὐτοῦ."
"Ev","5","14","2.01","καὶ αὐτὸς παρήγγειλεν αὐτῷ μηδενὶ εἰπεῖν· ἀλλὰ ἀπελθὼν δεῖξον σεαυτὸν τῷ ἱερεῖ καὶ προσένεγκε περὶ τοῦ καθαρισμοῦ σου καθὼς προσέταξε Μωσῆς εἰς [] μαρτύριον ὑμῖν."
"Ev","5","15","2.01","διήρχετο δὲ μᾶλλον ὁ λόγος περὶ αὐτοῦ· καὶ συνήρχοντο ὄχλοι πολλοὶ ἀκούειν καὶ θεραπεύεσθαι ὑπ᾽ αὐτοῦ ἀπὸ τῶν ἀσθενειῶν αὐτῶν."
"Ev","5","16","2.01","αὐτὸς δὲ ἦν ὑποχωρῶν ἐν ταῖς ἐρήμοις καὶ προσευχόμενος."
"Ev","5","17","2.01","καὶ ἐγένετο ἐν μιᾷ τῶν ἡμερῶν καὶ αὐτὸς ἦν διδάσκων· καὶ ἦσαν καθήμενοι Φαρισαῖοι καὶ νομοδιδάσκαλοι οἳ ἦσαν ἐληλυθότες ἐκ πάσης κώμης τῆς Γαλιλαίας καὶ Ἰουδαίας καὶ Ἰερουσαλήμ· καὶ δύναμις κυρίου ἦν εἰς τὸ ἰᾶσθαι αὐτούς."
"Ev","5","18","2.01","καὶ ἰδοὺ ἄνδρες φέροντες ἐπὶ κλίνης ἄνθρωπον ὃς ἦν παραλελυμένος· καὶ ἐζήτουν αὐτὸν εἰσενεγκεῖν καὶ θεῖναι ἐνώπιον αὐτοῦ."
"Ev","5","19","2.01","καὶ μὴ εὑρόντες διὰ ποίας εἰσενέγκωσιν αὐτὸν διὰ τὸν ὄχλον ἀναβάντες ἐπὶ τὸ δῶμα διὰ τῶν κεράμων καθῆκαν αὐτὸν σὺν τῷ κλινιδίῳ εἰς τὸ μέσον ἔμπροσθεν τοῦ Ἰησοῦ."
"Ev","5","20","2.01","καὶ ἰδὼν τὴν πίστιν αὐτῶν εἶπεν αὐτῷ· ἄνθρωπε ἀφέωνταί σοι αἱ ἁμαρτίαι σου."
"Ev","5","21","2.01","καὶ ἤρξαντο διαλογίζεσθαι οἱ γραμματεῖς καὶ οἱ Φαρισαῖοι λέγοντες· τίς ἐστιν οὗτος ὃς λαλεῖ βλασφημίας; τίς δύναται ἀφιέναι ἁμαρτίας εἰ μὴ μόνος ὁ θεός;"
"Ev","5","22","2.01","ἐπιγνοὺς δὲ ὁ Ἰησοῦς τοὺς διαλογισμοὺς αὐτῶν ἀποκριθεὶς εἶπε πρὸς αὐτούς· τί διαλογίζεσθε ἐν ταῖς καρδίαις ὑμῶν;"
"Ev","5","23","2.01","τί ἐστιν εὐκοπώτερον εἰπεῖν· ἀφέωνταί σοι αἱ ἁμαρτίαι σου ἢ εἰπεῖν· ἔγειραι καὶ περιπάτει;"
"Ev","5","24","2.01","ἵνα δὲ εἰδῆτε ὅτι ἐξουσίαν ἔχει ὁ υἱὸς τοῦ ἀνθρώπου ἐπὶ τῆς γῆς ἀφιέναι ἁμαρτίας (εἶπε τῷ παραλελυμένῳ·) σοὶ λέγω ἔγειραι καὶ ᾄρας τὸ κλινίδιόν σου πορεύου εἰς τὸν οἶκόν σου."
"Ev","5","25","2.01","καὶ παραχρῆμα ἀναστὰς ἐνώπιον αὐτῶν ᾄρας ἐφ᾽ ᾧ κατέκειτο ἀπῆλθεν εἰς τὸν οἶκον αὐτοῦ δοξάζων τὸν θεόν."
"Ev","5","26","2.01","καὶ ἔκστασις ἔλαβεν ἅπαντας καὶ ἐδόξαζον τὸν θεόν· καὶ ἐπλήσθησαν φόβου λέγοντες· ὅτι εἴδομεν παράδοξα σήμερον."
"Ev","5","27","2.01","καὶ μετὰ ταῦτα ἐξῆλθε καὶ ἐθεάσατο τελώνην ὀνόματι Λευῒν καθήμενον ἐπὶ τὸ τελώνιον καὶ εἶπεν αὐτῷ· ἀκολούθει μοι."
"Ev","5","28","2.01","καὶ καταλιπὼν ἅπαντα ἀναστὰς ἠκολούθησεν αὐτῷ·"
"Ev","5","29","2.01","καὶ ἐποίησε δοχὴν μεγάλην ὁ Λευῒς αὐτῷ ἐν τῇ οἰκίᾳ αὐτοῦ· καὶ ἦν ὄχλος τελωνῶν πολὺς καὶ ἄλλων οἳ ἦσαν μετ᾽ αὐτῶν κατακείμενοι."
"Ev","5","30","2.01","καὶ ἐγόγγυζον οἱ γραμματεῖς αὐτῶν καὶ οἱ Φαρισαῖοι πρὸς τοὺς μαθητὰς αὐτοῦ λέγοντες· διατί μετὰ τῶν τελωνῶν καὶ ἁμαρτωλῶν ἐσθίετε καὶ πίνετε;"
"Ev","5","31","2.01","καὶ ἀποκριθεὶς ὁ Ἰησοῦς εἶπε πρὸς αὐτούς· οὐ χρείαν ἔχουσιν οἱ ὑγιαίνοντες ἰατροῦ ἀλλ᾽ οἱ κακῶς ἔχοντες."
"Ev","5","32","2.01","οὐκ ἐλήλυθα καλέσαι δικαίους ἀλλ᾽ ἁμαρτωλοὺς εἰς μετάνοιαν."
"Ev","5","33","2.01","οἱ δὲ εἶπον πρὸς αὐτόν· διὰ τί οἱ μαθηταὶ Ἰωάννου νηστεύουσι πυκνὰ καὶ δεήσεις ποιοῦνται ὁμοίως καὶ οἱ τῶν Φαρισαίων· οἱ δὲ σοὶ ἐσθίουσι καὶ πίνουσιν;"
"Ev","5","34","2.01","ὁ δὲ εἶπε πρὸς αὐτούς· μὴ δύνασθε τοὺς υἱοὺς τοῦ νυμφῶνος ἐν ᾧ ὁ νυμφίος μετ᾽ αὐτῶν ἐστι ποιῆσαι νηστεύειν;"
"Ev","5","35","2.01","ἐλεύσονται δὲ ἡμέραι καὶ ὅταν ἀπαρθῇ ἀπ᾽ αὐτῶν ὁ νυμφίος τότε νηστεύσουσιν ἐν ἐκείναις ταῖς ἡμέραις."
"Ev","5","36","2.01","ἔλεγε δὲ καὶ παραβολὴν πρὸς αὐτούς· ὅτι οὐδεὶς ἐπίβλημα ἱματίου καινοῦ ἐπιβάλλει ἐπὶ ἱμάτιον παλαιόν· εἰ δὲ μήγε καὶ τὸ καινὸν σχίζει καὶ τῷ παλαιῷ οὐ συμφωνεῖ ἐπίβλημα τὸ ἀπὸ τοῦ καινοῦ []."
"Ev","5","37","2.01","καὶ οὐδεὶς βάλλει οἶνον νέον εἰς ἀσκοὺς παλαιούς· εἰ δὲ μήγε ῥήξει ὁ νέος οἶνος τοὺς ἀσκοὺς καὶ αὐτὸς ἐκχυθήσεται καὶ οἱ ἀσκοὶ ἀπολοῦνται []."
"Ev","5","38","2.01","ἀλλὰ οἶνον νέον εἰς ἀσκοὺς καινοὺς βλητέον· καὶ ἀμφότεροι συντηροῦνται []."
"Ev","5","39","2.01","καὶ οὐδεὶς πιὼν παλαιὸν εὐθέως θέλει νέον· λέγει γάρ· ὁ παλαιὸς χρηστότερός ἐστιν."
"Ev","6","01","2.01","ἐγένετο δὲ ἐν σαββάτῳ δευτεροπρώτῳ διαπορεύεσθαι αὐτὸν διὰ τῶν σπορίμων· καὶ ἔτιλλον οἱ μαθηταὶ αὐτοῦ τοὺς στάχυας καὶ ἤσθιον ψώχοντες ταῖς χερσί."
"Ev","6","02","2.01","τινὲς δὲ τῶν Φαρισαίων εἰπον αὐτοῖς· τί ποιεῖτε ὃ οὐκ ἔξεστι ποιεῖν τοῖς σάββασι;"
"Ev","6","03","2.01","καὶ ἀποκριθεὶς πρὸς αὐτοὺς εἶπεν ὁ Ἰησοῦς· οὐδὲ τοῦτο ἀνέγνωτε ὃ ἐποίησε Δαυῒδ ὁπότε ἐπείνασεν αὐτὸς καὶ οἱ μετ᾽ αὐτοῦ ὄντες;"
"Ev","6","04","2.01","ὡς εἰσῆλθεν εἰς τὸν οἶκον τοῦ θεοῦ καὶ τοὺς ἄρτους τῆς προθέσεως ἔλαβε καὶ ἔφαγε καὶ ἔδωκε τοῖς μετ᾽ αὐτοῦ οὓς οὐκ ἔξεστι φαγεῖν εἰ μὴ μόνους τοὺς ἱερεῖς;"
"Ev","6","05","2.01","καὶ ἔλεγεν αὐτοῖς· ὅτι κύριός ἐστιν ὁ υἱὸς τοῦ ἀνθρώπου καὶ τοῦ σαββάτου."
"Ev","6","06","2.01","ἐγένετο δὲ καὶ ἐν ἑτέρῳ σαββάτῳ εἰσελθεῖν αὐτὸν εἰς τὴν συναγωγὴν καὶ διδάσκειν· καὶ ἦν ἐκεῖ ἄνθρωπος καὶ ἡ χεὶρ αὐτοῦ ἡ δεξιὰ ἦν ξηρά."
"Ev","6","07","2.01","παρετήρουν δὲ αὐτὸν οἱ γραμματεῖς καὶ οἱ Φαρισαῖοι εἰ ἐν τῷ σαββάτῳ θεραπεύσει· ἵνα εὕρωσι κατηγορίαν αὐτοῦ."
"Ev","6","08","2.01","αὐτὸς δὲ ᾔδει τοὺς διαλογισμοὺς αὐτῶν καὶ εἶπε τῷ ἀνθρώπῳ τῷ ξηρὰν ἔχοντι τὴν χεῖρα· ἔγειραι καὶ στῆθι εἰς τὸ μέσον. ὁ δὲ ἀναστὰς ἔστη."
"Ev","6","09","2.01","εἶπεν οὖν ὁ Ἰησοῦς πρὸς αὐτούς· ἐπερωτήσω ὑμᾶς τι· ἔξεστι τοῖς σάββασιν ἀγαθοποιῆσαι ἢ κακοποιῆσαι; ψυχὴν σῶσαι ἢ ἀπολέσαι;"
"Ev","6","10","2.01","καὶ περιβλεψάμενος πάντας αὐτοὺς εἶπε τῷ ἀνθρώπῳ· ἔκτεινον τὴν χεῖρά σου. ὁ δὲ ἐποίησεν οὕτω· καὶ ἀπεκατεστάθη ἡ χεὶρ αὐτοῦ ὡς ἡ ἄλλη."
"Ev","6","11","2.01","αὐτοὶ δὲ ἐπλήσθησαν ἀνοίας· καὶ διελάλουν πρὸς ἀλλήλους τί ἂν ποιήσαιεν τῷ Ἰησοῦ."
"Ev","6","12","2.01","ἐγένετο δὲ ἐν ταῖς ἡμέραις ταύταις ἐξῆλθεν εἰς τὸ ὄρος προσεύξασθαι· καὶ ἦν διανυκτερεύων ἐν τῇ προσευχῇ τοῦ θεοῦ."
"Ev","6","13","2.01","καὶ ὅτε ἐγένετο ἡμέρα προσεφώνησε τοὺς μαθητὰς αὐτοῦ· καὶ ἐκλεξάμενος ἀπ᾽ αὐτῶν δώδεκα οὓς καὶ ἀποστόλους ὠνόμασε·"
"Ev","6","14","2.01","Σίμωνα ὃν καὶ ὠνόμασε Πέτρον καὶ Ἀνδρέαν τὸν ἀδελφὸν αὐτοῦ Ἰάκωβον καὶ Ἰωάννην Φίλιππον καὶ Βαρθολομαῖον"
"Ev","6","15","2.01","Ματθαῖον καὶ Θωμᾶν Ἰάκωβον τὸν τοῦ Ἁλφαίου καὶ Σίμωνα τὸν καλούμενον ζηλωτήν"
"Ev","6","16","2.01","Ἰούδαν Ἰακώβου καὶ Ἰούδαν Ἰσκαριώτην ὃς καὶ ἐγένετο προδότης·"
"Ev","6","17","2.01","καὶ καταβὰς ἐν αὐτοῖς [] ἔστη ἐπὶ τόπου πεδινοῦ καὶ ὄχλος μαθητῶν αὐτοῦ καὶ πλῆθος πολὺ τοῦ λαοῦ ἀπὸ πάσης τῆς Ἰουδαίας καὶ Ἰερουσαλὴμ καὶ τῆς παραλίου Τύρου καὶ Σιδῶνος"
"Ev","6","18","2.01","οἳ ἦλθον ἀκοῦσαι αὐτοῦ καὶ ἰαθῆναι ἀπὸ τῶν νόσων αὐτῶν. καὶ οἱ ὁχλούμενοι ὑπὸ πνευμάτων ἀκαθάρτων· καὶ ἐθεραπεύοντο."
"Ev","6","19","2.01","καὶ πᾶς ὁ ὄχλος ἐζήτει ἅπτεσθαι αὐτοῦ· ὅτι δύναμις παρ᾽ αὐτοῦ ἐξήρχετο καὶ ἰᾶτο πάντας."
"Ev","6","20","2.01","καὶ αὐτὸς ἐπάρας τοὺς ὀφθαλμοὺς αὐτοῦ εἰς τοὺς μαθητὰς αὐτοῦ ἔλεγε· μακάριοι οἱ πτωχοί· ὅτι ὑμετέρα ἐστὶν ἡ βασιλεία τοῦ θεοῦ."
"Ev","6","21","2.01","μακάριοι οἱ πεινῶντες νῦν· ὅτι χορτασθήσεσθε. μακάριοι οἱ κλαίοντες νῦν· ὅτι γελάσετε."
"Ev","6","22","2.01","μακάριοί ἐστε ὅταν μισήσωσιν ὑμᾶς οἱ ἄνθρωποι καὶ ὅταν ἀφορίσωσιν ὑμᾶς καὶ ὀνειδίσωσι καὶ ἐκβάλωσι τὸ ὄνομα ὑμῶν ὡς πονηρὸν ἕνεκα τοῦ υἱοῦ τοῦ ἀνθρώπου."
"Ev","6","23","2.01","χαίρετε ἐν ἐκείνῃ τῇ ἡμέρᾳ καὶ σκιρτήσατε· ἰδοὺ γὰρ ὁ μισθὸς ὑμῶν πολὺς ἐν τῷ οὐρανῷ· κατὰ ταῦτα γὰρ ἐποίουν τοῖς προφήταις οἱ πατέρες αὐτῶν []."
"Ev","6","24","2.01","πλὴν οὐαὶ ὑμῖν τοῖς πλουσίοις· ὅτι ἀπέχετε τὴν παράκλησιν ὑμῶν."
"Ev","6","25","2.01","οὐαὶ ὑμῖν οἱ ἐμπεπλησμένοι· ὅτι πεινάσετε. οὐαὶ ὑμῖν οἱ γελῶντες νῦν· ὅτι πενθήσετε καὶ κλαύσετε."
"Ev","6","26","2.01","οὐαὶ ὑμῖν ὅταν καλῶς ὑμᾶς εἴπωσι πάντες οἱ ἄνθρωποι· κατὰ ταῦτα γὰρ ἐποίουν τοῖς ψευδοπροφήταις οἱ πατέρες αὐτῶν."
"Ev","6","27","2.01","ἀλλ᾽ ὑμῖν λέγω τοῖς ἀκούουσιν· ἀγαπᾶτε τοὺς ἐχθροὺς ὑμῶν· καλῶς ποιεῖτε τοῖς μισοῦσιν ὑμᾶς []·"
"Ev","6","28","2.01","εὐλογεῖτε τοὺς καταρωμένους ὑμῖν· καὶ προσεύχεσθε ὑπὲρ τῶν ἐπηρεαζόντων ὑμᾶς []."
"Ev","6","29","2.01","τῷ τύπτοντί σε ἐπὶ τὴν σιαγόνα πάρεχε καὶ τὴν ἄλλην· καὶ ἀπὸ τοῦ αἴροντός σου τὸ ἱμάτιον καὶ τὸν χιτῶνα μὴ κωλύσῃς."
"Ev","6","30","2.01","παντὶ δὲ τῷ αἰτοῦντί σε δίδου καὶ ἀπὸ τοῦ αἴροντος τὰ σὰ μὴ ἀπαίτει."
"Ev","6","31","2.01","καὶ καθὼς θέλετε ἵνα ποιῶσιν ὑμῖν οἱ ἄνθρωποι καὶ ὑμεῖς ποιεῖτε αὐτοῖς ὁμοίως."
"Ev","6","32","2.01","καὶ εἰ ἀγαπᾶτε τοὺς ἀγαπῶντας ὑμᾶς ποία ὑμῖν χάρις ἐστί; καὶ γὰρ οἱ ἁμαρτωλοὶ τοὺς ἀγαπῶντας αὐτοὺς ἀγαπῶσι."
"Ev","6","33","2.01","καὶ ἐὰν ἀγαθοποιῆτε τοὺς ἀγαθοποιοῦντας ὑμᾶς ποία ὑμῖν χάρις ἐστί; καὶ γὰρ οἱ ἁμαρτωλοὶ τὸ αὐτὸ ποιοῦσι."
"Ev","6","34","2.01","καὶ ἐὰν δανείζητε παρ᾽ ὧν ἐλπίζετε ἀπολαβεῖν ποία ὑμῖν χάρις ἐστί; καὶ γὰρ οἱ ἁμαρτωλοὶ ἁμαρτωλοῖς δανείζουσιν ἵνα ἀπολάβωσι τὰ ἴσα."
"Ev","6","35","2.01","πλὴν ἀγαπᾶτε τοὺς ἐχθροὺς ὑμῶν καὶ ἀγαθοποιεῖτε καὶ δανείζετε μηδὲν ἀπελπίζοντες· καὶ ἔσται ὁ μισθὸς ὑμῶν πολὺς καὶ ἔσεσθε υἱοὶ τοῦ ὑψίστου· ὅτι αὐτὸς χρηστός ἐστιν ἐπὶ τοὺς ἀχαρίστους καὶ πονηρούς."
"Ev","6","36","2.01","γίνεσθε οὖν οἰκτίρμονες καθὼς ὁ πατὴρ ὑμῶν οἰκτίρμων ἐστί."
"Ev","6","37","2.01","καὶ μὴ κρίνετε καὶ οὐ μὴ κριθῆτε· μὴ καταδικάζετε καὶ οὐ μὴ καταδικασθῆτε· ἀπολύετε καὶ ἀπολυθήσεσθε."
"Ev","6","38","2.01","δίδοτε καὶ δοθήσεται ὑμῖν· μέτρον καλὸν πεπιεσμένον καὶ σεσαλευμένον καὶ ὑπερεκχυνόμενον δώσουσιν εἰς τὸν κόλπον ὑμῶν· τῷ γὰρ αὐτῷ μέτρῳ ᾧ μετρεῖτε ἀντιμετρηθήσεται ὑμῖν []."
"Ev","6","39","2.01","εἶπε δὲ παραβολὴν αὐτοῖς· μήτι δύναται τυφλὸς τυφλὸν ὁδηγεῖν; οὐχὶ ἀμφότεροι εἰς βόθυνον πεσοῦνται;"
"Ev","6","40","2.01","οὐκ ἔστι μαθητὴς ὑπὲρ τὸν διδάσκαλον αὐτοῦ. κατηρτισμένος δὲ πᾶς ἔσται ὡς ὁ διδάσκαλος αὐτοῦ."
"Ev","6","41","2.01","τί δὲ βλέπεις τὸ κάρφος τὸ ἐν τῷ ὀφθαλμῷ τοῦ ἀδελφοῦ σου· τὴν δὲ δοκὸν τὴν ἐν τῷ ἰδίῳ ὀφθαλμῷ οὐ κατανοεῖς;"
"Ev","6","42","2.01","ἢ πῶς δύνασαι λέγειν τῷ ἀδελφῷ σου· ἀδελφὲ ἄφες ἐκβάλω τὸ κάρφος τὸ ἐν τῷ ὀφθαλμῷ σου· αὐτὸς τὴν ἐν τῷ ὀφθαλμῷ σου δοκὸν οὐ βλέπων; ὑποκριτὰ ἔκβαλε πρῶτον τὴν δοκὸν ἐκ τοῦ ὀφθαλμοῦ σου καὶ τότε διαβλέψεις ἐκβαλεῖν τὸ κάρφος τὸ ἐν τῷ ὀφθαλμῷ τοῦ ἀδελφοῦ σου."
"Ev","6","43","2.01","οὐ γάρ ἐστι δένδρον καλὸν ποιοῦν καρπὸν σαπρόν· οὐδὲ δένδρον σαπρὸν ποιοῦν καρπὸν καλόν."
"Ev","6","44","2.01","ἕκαστον γὰρ δένδρον ἐκ τοῦ ἰδίου καρποῦ γινώσκεται οὐ γὰρ ἐξ ἀκανθῶν συλλέγουσι σῦκα οὐδὲ ἐκ βάτου τρυγῶσι σταφυλήν"
"Ev","6","45","2.01","ὁ ἀγαθὸς ἄνθρωπος ἐκ τοῦ ἀγαθοῦ θησαυροῦ τῆς καρδίας αὐτοῦ προφέρει τὸ ἀγαθόν· καὶ ὁ πονηρὸς ἄνθρωπος ἐκ τοῦ πονηροῦ θησαυροῦ τῆς καρδίας αὐτοῦ προφέρει τὸ πονηρόν· ἐκ γὰρ τοῦ περισσεύματος τῆς καρδίας λαλεῖ τὸ στόμα αὐτοῦ."
"Ev","6","46","2.01","τί δέ με καλεῖτε κύριε κύριε καὶ οὐ ποιεῖτε ἃ λέγω;"
"Ev","6","47","2.01","πᾶς ὁ ἐρχόμενος πρός με καὶ ἀκούων μου τῶν λόγων καὶ ποιῶν αὐτοὺς ὑποδείξω ὑμῖν τίνι ἐστὶν ὅμοιος."
