"Work","Chapter","Verse","Version","Script" 
"Gal","02","16","03AH","[εἰδότες δὲ ὅτι] οὐ δικαιοῦται ἄνθρωπος ἐξ ἔργων νόμου ἐὰν μὴ () διὰ πίστεως [Χριστοῦ Ἰησοῦ καὶ ἡμεῖς εἰς Χριστὸν Ἰησοῦν ἐπιστεύσαμεν ἵνα δικαιωθῶμεν ἐκ πίστεως Χριστοῦ καὶ οὐκ ἐξ ἔργων νόμου ὅτι ἐξ ἔργων νόμου οὐ δικαιωθήσεται πᾶσα σάρξ]" 
"Gal","02","17","03AH","[εἰ δὲ ζητοῦντες δικαιωθῆναι ἐν Χριστῷ εὑρέθημεν καὶ αὐτοὶ ἁμαρτωλοί ἆρα Χριστὸς ἁμαρτίας διάκονος; μὴ γένοιτο]" 
"Gal","02","18","03AH","εἰ γὰρ ἃ κατέλυσα ταῦτα πάλιν οἰκοδομῶ [παραβάτην ἐμαυτὸν συνιστάνω]" 
"Gal","02","19","03AH","[ἐγὼ γὰρ διὰ νόμου νόμῳ ἀπέθανον ἵνα θεῷ ζήσω Χριστῷ συνεσταύρωμαι]" 
"Gal","02","20","03AH","[ζῶ δὲ οὐκέτι ἐγώ ζῇ δὲ ἐν ἐμοὶ Χριστός] ὃ δὲ νῦν ζῶ ἐν σαρκί ἐν πίστει ζῶ τῇ τοῦ υἱοῦ τοῦ θεοῦ τοῦ ἀγοράσαντός με" 
"Gal","02","21","03AH","[οὐκ ἀθετῶ τὴν χάριν τοῦ θεοῦ εἰ γὰρ διὰ νόμου δικαιοσύνη ἄρα Χριστὸς δωρεὰν ἀπέθανεν]" 
"Gal","03","01","03AH","[ὦ ἀνόητοι Γαλάται τίς ὑμᾶς ἐβάσκανεν οἷς κατ᾽ ὀφθαλμοὺς Ἰησοῦς Χριστὸς προεγράφη ἐσταυρωμένος;]" 
"Gal","03","02","03AH","[τοῦτο μόνον θέλω μαθεῖν ἀφ᾽ ὑμῶν ἐξ ἔργων νόμου τὸ πνεῦμα ἐλάβετε ἢ ἐξ ἀκοῆς πίστεως;]" 
"Gal","03","03","03AH","[οὕτως ἀνόητοί ἐστε; ἐναρξάμενοι πνεύματι νῦν σαρκὶ ἐπιτελεῖσθε;]" 
"Gal","03","04","03AH","[τοσαῦτα ἐπάθετε εἰκῇ; εἴγε καὶ εἰκῇ]" 
"Gal","03","05","03AH","[ὁ οὖν ἐπιχορηγῶν ὑμῖν τὸ πνεῦμα καὶ ἐνεργῶν δυνάμεις ἐν ὑμῖν ἐξ ἔργων νόμου ἢ ἐξ ἀκοῆς πίστεως;]" 
"Gal","03","11","03AH","μάθετε ὅτι ὁ δίκαιος ἐκ πίστεως ζήσεται" 
"Gal","03","10","03AH","ὅσοι γὰρ ὑπὸ νόμον ὑπὸ κατάραν εἰσίν" 
"Gal","03","12","03AH","ὁ δὲ ποιήσας αὐτὰ ζήσεται ἐν αὐτοῖς" 
"Gal","03","13","03AH","Χριστὸς ἡμᾶς ἐξηγόρασεν ἐκ τῆς κατάρας τοῦ νόμου γενόμενος ὑπὲρ ἡμῶν κατάρα ὅτι γέγραπται ἐπικατάρατος πᾶς ὁ κρεμάμενος ἐπὶ ξύλου" 
"Gal","03","14b","03AH","ἐλάβομεν οὖν τὴν εὐλογίαν τοῦ πνεύματος διὰ τῆς πίστεως" 
"Gal","03","26","03AH","πάντες γὰρ υἱοὶ θεοῦ ἐστε διὰ τῆς πίστεως" 
"Gal","03","27","03AH","[ὅσοι γὰρ εἰς Χριστὸν ἐβαπτίσθητε Χριστὸν ἐνεδύσασθε]" 
"Gal","03","28","03AH","[οὐκ ἔνι Ἰουδαῖος οὐδὲ Ἕλλην οὐκ ἔνι δοῦλος οὐδὲ ἐλεύθερος οὐκ ἔνι ἄρσεν καὶ θῆλυ ἅπάντες γὰρ ὑμεῖς εἷς ἐστε ἐν Χριστῷ Ἰησοῦ]" 
"Gal","03","29","03AH","[εἰ δὲ ὑμεῖς Χριστοῦ] [κατὰ ἐπαγγελίαν κληρονόμοι]" 
"Gal","04","01","03AH","[λέγω δέ ἐφ᾽ ὅσον χρόνον ὁ κληρονόμος νήπιός ἐστιν οὐδὲν διαφέρει δούλου κύριος πάντων ὤν]" 
"Gal","04","02","03AH","[ἀλλὰ ὑπὸ ἐπιτρόπους ἐστὶν καὶ οἰκονόμους ἄχρι τῆς προθεσμίας τοῦ πατρός]" 
"Gal","04","03","03AH","ἔτι κατὰ ἄνθρωπον λέγω ὅτε ἦμεν νήπιοι ὑπὸ τὰ στοιχεῖα τοῦ κόσμου ἤμεθα δεδουλωμένοι" 
"Gal","04","04","03AH","ὅτε δὲ ἦλθεν τὸ πλήρωμα τοῦ χρόνου ἐξαπέστειλεν ὁ θεὸς τὸν υἱὸν αὐτοῦ" 
"Gal","04","05","03AH","ἵνα τοὺς ὑπὸ νόμον ἐξαγοράσῃ (καὶ) ἵνα (τὴν υἱοθεσίαν ἀπολάβωμεν) []" 
"Gal","04","06","03AH","ὅτε δέ ἐστε υἱοὶ ἐξαπέστειλεν ὁ θεὸς τὸ πνεῦμα τοῦ υἱοῦ αὐτοῦ εἰς τὰς καρδίας ἡμῶν κρᾶζον Ἀββᾶ ὁ πατήρ" 
"Gal","04","07","03AH","[ὥστε οὐκέτι εἶ δοῦλος ἀλλὰ υἱός εἰ δὲ υἱός καὶ κληρονόμος διὰ θεοῦ]" 
"Gal","04","08","03AH","εἰ οὖν () τοῖς ἐν τῇ φύσει οὖσι θεοῖς δουλεύετε" 
"Gal","04","09","03AH","πῶς ἐπιστρέφετε πάλιν ἐπὶ τὰ ἀσθενῆ καὶ πτωχὰ στοιχεῖα οἷς πάλιν ἄνωθεν δουλεῦσαι θέλετε;" 
"Gal","04","10","03AH","ἡμέρας παρατηρεῖσθε καὶ μῆνας καὶ καιροὺς καὶ ἐνιαυτούς;" 
"Gal","04","11","03AH","[φοβοῦμαι ὑμᾶς μήπως εἰκῇ κεκοπίακα εἰς ὑμᾶς]" 
"Gal","04","12","03AH","[γίνεσθε ὡς ἐγώ ὅτι κἀγὼ ὡς ὑμεῖς ἀδελφοί δέομαι ὑμῶν οὐδέν με ἠδικήσατε]" 
"Gal","04","13","03AH","[οἴδατε δὲ ὅτι δι᾽ ἀσθένειαν τῆς σαρκὸς εὐηγγελισάμην ὑμῖν τὸ πρότερον]" 
"Gal","04","14","03AH","[καὶ τὸν πειρασμὸν ὑμῶν ἐν τῇ σαρκί μου οὐκ ἐξουθενήσατε οὐδὲ ἐξεπτύσατε ἀλλὰ ὡς ἄγγελον θεοῦ ἐδέξασθέ με ὡς Χριστὸν Ἰησοῦν]" 
"Gal","04","15","03AH","[ποῦ οὖν ὁ μακαρισμὸς ὑμῶν; μαρτυρῶ γὰρ ὑμῖν ὅτι εἰ δυνατὸν τοὺς ὀφθαλμοὺς ὑμῶν ἐξορύξαντες ἐδώκατέ μοι]" 
"Gal","04","16","03AH","[ὥστε ἐχθρὸς ὑμῶν γέγονα ἀληθεύων ὑμῖν;]" 
"Gal","04","17","03AH","[ζηλοῦσιν ὑμᾶς οὐ καλῶς ἀλλὰ ἐκκλεῖσαι ὑμᾶς θέλουσιν ἵνα αὐτοὺς ζηλοῦτε]" 
"Gal","04","18","03AH","[καλὸν δὲ ζηλοῦσθαι ἐν καλῷ πάντοτε καὶ μὴ μόνον ἐν τῷ παρεῖναί με πρὸς ὑμᾶς]" 
"Gal","04","19","03AH","(τέκνα μου οὓς ὠδίνω πάλιν) [μέχρις οὗ μορφωθῇ Χριστὸς ἐν ὑμῖν]" 
"Gal","04","20","03AH","[ἤθελον δὲ παρεῖναι πρὸς ὑμᾶς ἄρτι καὶ ἀλλάξαι τὴν φωνήν μου ὅτι ἀποροῦμαι ἐν ὑμῖν]" 
"Gal","04","21","03AH","λέγετέ μοι οἱ ὑπὸ νόμον θέλοντες εἶναι τὸν νόμον οὐκ ἀκούετε;" 
"Gal","04","22","03AH","(γέγραπται γὰρ ὅτι) Ἀβραὰμ δύο υἱοὺς ἔσχεν ἕνα ἐκ τῆς παιδίσκης καὶ ἕνα ἐκ τῆς ἐλευθέρας" 
"Gal","04","23","03AH","ἀλλ᾽ ὁ μὲν ἐκ τῆς παιδίσκης κατὰ σάρκα γεγέννηται ὁ δὲ ἐκ τῆς ἐλευθέρας διὰ τῆς ἐπαγγελίας" 
"Gal","04","24","03AH","ἅτινά ἐστιν ἀλληγορούμενα αὗται γάρ εἰσιν αἱ δύο (ἐπιδείξεις) [] μία μὲν ἀπὸ ὄρους Σινᾶ εἰς τὴν συναγωγὴν τῶν Ἰουδαίων κατὰ τὸν νόμον γεννῶσα εἰς δουλείαν" 
"Eph","01","21","03AH","ἄλλη δὲ ὑπεράνω πάσης ἀρχῆς γεννῶσα καὶ δυνάμεως καὶ ἐξουσίας καὶ παντὸς ὀνόματος ὀνομαζομένου οὐ μόνον ἐν τῷ αἰῶνι τούτῳ ἀλλὰ καὶ ἐν τῷ μέλλοντι" 
"Gal","04","26","03AH","εἰς (ἣν) [] ἐπηγγειλάμεθα ἁγίαν ἐκκλησίαν ἥτις ἐστὶν μήτηρ ἡμῶν" 
"Gal","04","31","03AH","(διό) [] ἀδελφοί οὐκ ἐσμὲν παιδίσκης τέκνα ἀλλὰ τῆς ἐλευθέρας" 
"Gal","05","01","03AH","ᾗ ἐλευθερίᾳ (οὖν) Χριστὸς ἡμᾶς ἠλευθέρωσεν στήκετε καὶ μὴ πάλιν ζυγῷ δουλίας ἐνέχεσθε" 
"Gal","05","02","03AH","[ἴδε ἐγὼ Παῦλος λέγω ὑμῖν ὅτι ἐὰν περιτέμνησθε Χριστὸς ὑμᾶς οὐδὲν ὠφελήσει]" 
"Gal","05","03","03AH","μαρτύρομαι δὲ πάλιν ὅτι ἄνθρωπος περιτετμημένος ὀφειλέτης ἐστὶν ὅλον τὸν νόμον πληρῶσαι" 
"Gal","05","04","03AH","[κατηργήθητε ἀπὸ Χριστοῦ οἵτινες ἐν νόμῳ δικαιοῦσθε τῆς χάριτος ἐξεπέσατε]" 
"Gal","05","05","03AH","[ἡμεῖς γὰρ πνεύματι ἐκ πίστεως ἐλπίδα δικαιοσύνης ἀπεκδεχόμεθα]" 
"Gal","05","06","03AH","ἐν γὰρ Χριστῷ οὔτε περιτομή τι ἰσχύει οὔτε ἀκροβυστία ἀλλὰ πίστις δι᾽ ἀγάπης ἐνεργουμένη" 
"Gal","05","07","03AH","[ἐτρέχετε καλῶς τίς ὑμᾶς ἐνέκοψεν ἀληθείᾳ μὴ πείθεσθαι;]" 
"Gal","05","08","03AH","[ἡ πεισμονὴ οὐκ ἐκ τοῦ καλοῦντος ὑμᾶς]" 
"Gal","05","09","03AH","μικρὰ ζύμη ὅλον τὸ φύραμα δολοῖ" 
"Gal","05","10","03AH","[ἐγὼ πέποιθα εἰς ὑμᾶς ἐν κυρίῳ ὅτι οὐδὲν ἄλλο φρονήσετε] ὁ δὲ ταράσσων ὑμᾶς βαστάσει τὸ κρίμα ὅστις ἂν ᾖ" 
"Gal","05","11","03AH","[ἐγὼ δέ ἀδελφοί εἰ περιτομὴν ἔτι κηρύσσω τί ἔτι διώκομαι; ἄρα κατήργηται τὸ σκάνδαλον τοῦ σταυροῦ]" 
"Gal","05","12","03AH","ὄφελον καὶ ἀποκόψονται οἱ ἀναστατοῦντες ὑμᾶς" 
"Gal","05","13","03AH","[ὑμεῖς γὰρ ἐπ᾽ ἐλευθερίᾳ ἐκλήθητε ἀδελφοί μόνον μὴ τὴν ἐλευθερίαν εἰς ἀφορμὴν τῇ σαρκί ἀλλὰ διὰ τῆς ἀγάπης δουλεύετε ἀλλήλοις]" 
"Gal","05","14","03AH","ὁ γὰρ πᾶς νόμος ἐν ὑμῖν πεπλήρωται ἀγαπήσεις τὸν πλησίον σου ὡς σεαυτόν" 
"Gal","05","15","03AH","[εἰ δὲ ἀλλήλους δάκνετε καὶ κατεσθίετε βλέπετε μὴ ὑπ᾽ ἀλλήλων ἀναλωθῆτε]" 
"Gal","05","16","03AH","[λέγω δέ πνεύματι περιπατεῖτε καὶ ἐπιθυμίαν σαρκὸς οὐ μὴ τελέσητε]" 
"Gal","05","17","03AH","[ἡ γὰρ σὰρξ ἐπιθυμεῖ κατὰ τοῦ πνεύματος τὸ δὲ πνεῦμα κατὰ τῆς σαρκός ταῦτα γὰρ ἀλλήλοις ἀντίκειται ἵνα μὴ ἃ ἐὰν θέλητε ταῦτα ποιῆτε]" 
"Gal","05","18","03AH","[εἰ δὲ πνεύματι ἄγεσθε οὐκ ἐστὲ ὑπὸ νόμον]" 
"Gal","05","19","03AH","φανερὰ δέ ἐστι τὰ ἔργα τῆς σαρκός ἅτινά ἐστι πορνεία ἀκαθαρσία ἀσέλγεια" 
"Gal","05","20","03AH","εἰδωλολατρεία φαρμακεία ἔχθραι ἔρεις ζῆλοι θυμοί ἐριθείαι διχοστασίαι αἱρέσεις" 
"Gal","05","21","03AH","φθόνοι μέθαι κῶμοι [] ἃ προλέγω ὑμῖν καθὼς καὶ προεῖπον ὅτι οἱ τὰ τοιαῦτα πράσσοντες βασιλείαν θεοῦ οὐ κληρονομήσουσιν" 
"Gal","05","22","03AH","[ὁ δὲ καρπὸς τοῦ πνεύματός ἐστιν ἀγάπη χαρά εἰρήνη μακροθυμία χρηστότης ἀγαθωσύνη πίστις]" 
"Gal","05","23","03AH","[πραΰτης ἐγκράτεια κατὰ τῶν τοιούτων οὐκ ἔστιν νόμος]" 
"Gal","05","24","03AH","[οἱ δὲ τοῦ Χριστοῦ τὴν σάρκα ἐσταύρωσαν σὺν τοῖς παθήμασιν καὶ ταῖς ἐπιθυμίαις]" 
"Gal","05","25","03AH","[εἰ ζῶμεν πνεύματι πνεύματι καὶ στοιχῶμεν]" 
"Gal","05","26","03AH","[μὴ γινώμεθα κενόδοξοι ἀλλήλους προκαλούμενοι ἀλλήλοις φθονοῦντες]" 
"Gal","06","02","03AH","ἀλλήλων τὰ βάρη βαστάζετε καὶ οὕτως ἀναπληρώσετε τὸν νόμον τοῦ Χριστοῦ" 
"Gal","06","06","03AH","κοινωνείτω δὲ ὁ κατηχούμενος τὸν λόγον τῷ κατηχοῦντι ἐν πᾶσιν ἀγαθοῖς" 
"Gal","06","07","03AH","πλανᾶσθε θεὸς οὐ μυκτηρίζεται ἃ γὰρ ἐὰν σπείρῃ ἄνθρωπος ταῦτα καὶ θερίσει" 
"Gal","06","08","03AH","()" 
"Gal","06","09","03AH","τὸ δὲ καλὸν ποιοῦντες μὴ ἐνκακῶμεν καιρῷ δὲ ἰδίῳ θερίσομεν" 
"Gal","06","10","03AH","ὡς ἔχομεν καιρόν ἐργαζώμεθα τὸ ἀγαθὸν" 
"Gal","06","13a","03AH","οὐδὲ γὰρ οἱ περιτεμνόμενοι αὐτοὶ νόμον φυλάσσουσιν" 
"Gal","06","14b","03AH","ἐμοὶ κόσμος ἐσταύρωται κἀγὼ κόσμῳ" 
"Gal","06","17","03AH","τῶν δ᾽ἄλλων εἰκῇ κόπους μοι μηδεὶς παρεχέσθω ἐγὼ γὰρ τὰ στίγματα τοῦ Χριστοῦ ἐν τῷ σώματί μου βαστάζω" 
"1Cr","00","00","03AH","πρὸς Κορινθίους α᾽" 
"1Cr","01","01","03AH","[Παῦλος κλητὸς ἀπόστολος Χριστοῦ Ἰησοῦ διὰ θελήματος θεοῦ καὶ Σωσθένης ὁ ἀδελφὸς]" 
"1Cr","01","02","03AH","[τῇ ἐκκλησίᾳ τοῦ θεοῦ τῇ οὔσῃ ἐν Κορίνθῳ ἡγιασμένοις ἐν Χριστῷ Ἰησοῦ κλητοῖς ἁγίοις σὺν πᾶσιν τοῖς ἐπικαλουμένοις τὸ ὄνομα τοῦ κυρίου ἡμῶν Ἰησοῦ Χριστοῦ ἐν παντὶ τόπῳ αὐτῶν καὶ ἡμῶν]" 
"1Cr","01","03","03AH","χάρις καὶ εἰρήνη ἀπὸ θεοῦ πατρὸς ἡμῶν καὶ κυρίου" 
"1Cr","01","11","03AH","(ἤκουσταί μοι) [] ὑπὸ τῶν Χλόης ὅτι ἔριδες εἰσιν ἐν ὑμῖν" 
"1Cr","01","12","03AH","ὃς μέν γὰρ λέγει ἐγὼ μέν εἰμι Παύλου ἐγὼ δὲ Ἀπολλῶ ἐγὼ δὲ Κηφᾶ" 
"1Cr","01","13","03AH","μεμέρισται ὁ Χριστός;" 
"1Cr","01","18","03AH","(ὁ λόγος γὰρ ὁ τοῦ σταυροῦ) [] τοῖς μὲν ἀπολλυμένοις μωρία ἐστίν τοῖς δὲ σῳζομένοις δύναμις καὶ σοφία θεοῦ ἐστιν" 
"1Cr","01","19","03AH","γέγραπται γάρ ἀπολῶ τὴν σοφίαν τῶν σοφῶν καὶ τὴν σύνεσιν τῶν συνετῶν ἀθετήσω" 
"1Cr","01","20b","03AH","οὐχὶ ἐμώρανεν ὁ θεὸς τὴν σοφίαν τοῦ κόσμου;" 
"1Cr","01","21","03AH","ἐπειδὴ ἐν τῇ σοφίᾳ τοῦ θεοῦ οὐκ ἔγνω ὁ κόσμος διὰ τῆς σοφίας τὸν κύριον εὐδόκησεν ὁ θεὸς διὰ τῆς μωρίας τοῦ κηρύγματος σῶσαι τοὺς πιστεύοντας" 
"1Cr","01","22","03AH","ἐπειδὴ Ἰουδαῖοι σημεῖα αἰτοῦσιν καὶ Ἕλληνες σοφίαν ζητοῦσιν" 
"1Cr","01","23","03AH","κηρύσσομεν Χριστὸν σταυρός μωρία σκάνδαλον Ἰουδαίοις" 
"1Cr","01","24","03AH","[αὐτοῖς δὲ τοῖς κλητοῖς Ἰουδαίοις τε καὶ Ἕλλησιν Χριστὸν θεοῦ δύναμιν καὶ θεοῦ σοφίαν]" 
"1Cr","01","25","03AH","(ὅτι) τὸ μωρὸν τοῦ θεοῦ σοφώτερον τῶν ἀνθρώπων (ἐστίν) (καὶ) τὸ ἀσθενὲς τοῦ θεοῦ ἰσχυρότερον τῶν ἀνθρώπων" 
"1Cr","01","27","03AH","(ἀλλὰ) τὰ μωρὰ τοῦ κόσμου ἐξελέξατο ὁ θεὸς ἵνα καταισχύνῃ τὰ σοφά καὶ τὰ ἀσθενῆ τοῦ κόσμου ἐξελέξατο ὁ θεὸς ἵνα καταισχύνῃ τὰ ἰσχυρά" 
"1Cr","01","28","03AH","καὶ τὰ ἀγενῆ καὶ τὰ ἐλάχιστα καὶ τὰ ἐξουθενημένα (ἐξελέξατο ὁ θεός) τὰ μὴ ὄντα ἵνα τὰ ὄντα καταργήσῃ" 
"1Cr","01","29","03AH","ὅπως μὴ καυχήσηται πᾶσα σὰρξ" 
"1Cr","01","31","03AH","ἵνα καθὼς γέγραπται ὁ καυχώμενος ἐν (κυρίῳ) [] καυχάσθω" 
"1Cr","02","06","03AH","σοφίαν λαλοῦμεν ἐν τοῖς τελείοις τῶν ἀρχόντων τοῦ αἰῶνος τούτου τῶν καταργουμένων" 
"1Cr","02","07","03AH","(λαλοῦμεν) θεοῦ σοφίαν ἐν μυστηρίῳ τὴν ἀποκεκρυμμένην ἣν προώρισεν ὁ θεὸς πρὸ τῶν αἰώνων εἰς δόξαν ἡμῶν" 
"1Cr","02","08","03AH","ἣν οὐδεὶς τῶν ἀρχόντων τοῦ αἰῶνος τούτου ἔγνωκεν εἰ γὰρ ἔγνωσαν οὐκ ἂν τὸν κύριον τῆς δόξης ἐσταύρωσαν" 
"1Cr","02","16","03AH","τίς γὰρ ἔγνω νοῦν κυρίου (καὶ τίς αὐτοῦ σύμβουλος ἐγένετο;) []" 
"1Cr","03","06","03AH","[ἐγὼ ἐφύτευσα Ἀπολλὼς ἐπότισεν ἀλλὰ ὁ θεὸς ηὔξανεν]" 
"1Cr","03","10","03AH","ὡς σοφὸς ἀρχιτέκτων θεμέλιον ἔθηκα" 
"1Cr","03","11","03AH","θεμέλιον ἄλλον οὐδεὶς [δύναται θεῖναι παρὰ τὸν κείμενον] ὅς ἐστιν Χριστός" 
"1Cr","03","12","03AH","()" 
"1Cr","03","13","03AH","()" 
"1Cr","03","14","03AH","()" 
"1Cr","03","15","03AH","()" 
"1Cr","03","16","03AH","οὐκ οἴδατε ὅτι ναὸς θεοῦ ἐστε καὶ ἐν ὑμῖν οἰκεῖ τὸ πνεῦμα τοῦ θεοῦ" 
"1Cr","03","17","03AH","ὅτι εἰ τὸν ναὸν τοῦ θεοῦ τις φθερεῖ φθαρήσεται" 
"1Cr","03","18","03AH","()" 
"1Cr","03","19","03AH","ἡ γὰρ σοφία τοῦ κόσμου τούτου μωρία ἐστιν παρὰ τῷ θεῷ γέγραπται γάρ ὁ δρασσόμενος τοὺς σοφοὺς ἐν τῇ πανουργίᾳ αὐτῶν" 
"1Cr","03","20","03AH","καὶ πάλιν κύριος γινώσκει τοὺς διαλογισμοὺς τῶν ἀνθρώπων [] ὅτι εἰσὶν μάταιοι" 
"1Cr","03","21","03AH","ὥστε μηδεὶς καυχάσθω ἐν ἀνθρώπῳ πάντα γὰρ ὑμῶν ἐστιν" 
"1Cr","03","22","03AH","εἴτε Παῦλος εἴτε Ἀπολλῶς εἴτε Κηφᾶς εἴτε κόσμος εἴτε ζωὴ εἴτε θάνατος εἴτε ἐνεστῶτα εἴτε μέλλοντα πάντα ὑμῶν" 
