"Chapter","Verse","Version","Script" 
"04","22","07K","καὶ ἔλεγον οὐχὶ υἱός ἐστιν Ἰωσὴφ οὗτος;" 
"04","23","07K","καὶ εἶπεν πρὸς αὐτούς πάντως ἐρεῖτέ μοι τὴν παραβολὴν ταύτην ἰατρέ θεράπευσον σεαυτόν ὅσα ἠκούσαμεν γενόμενα εἰς τὴν Καφαρναοὺμ ποίησον καὶ ὧδε ἐν τῇ πατρίδι σου" 
"04","24","07K","εἶπεν δέ ἀμὴν λέγω ὑμῖν ὅτι οὐδεὶς προφήτης δεκτός ἐστιν ἐν τῇ πατρίδι αὐτοῦ" 
"04","28","07K","καὶ ἐπλήσθησαν πάντες θυμοῦ ἐν τῇ συναγωγῇ" 
"04","29","07K","καὶ ἀναστάντες ἐξέβαλον αὐτὸν ἔξω τῆς πόλεως καὶ ἤγαγον αὐτὸν ἕως τῆς ὀφρύος τοῦ ὄρους ἐφ᾽ οὗ ἡ πόλις ᾠκοδόμητο αὐτῶν ὥστε κατακρημνίσαι αὐτόν" 
"04","30","07K","αὐτὸς δὲ διελθὼν διὰ μέσου αὐτῶν ἐπορεύετο" 
"04","40","07K","() δύνοντος δὲ τοῦ ἡλίου ἅπαντες ὅσοι εἶχον ἀσθενοῦντας νόσοις ποικίλαις ἤγαγον αὐτοὺς πρὸς αὐτόν ὁ δὲ ἑνὶ ἑκάστῳ τὰς χεῖρας ἐπιτιθεὶς ἐθεράπευεν αὐτούς" 
"04","41","07K","ἐξήρχετο δὲ καὶ δαιμόνια ἀπὸ πολλῶν κραυγάζοντα καὶ λέγοντα σὺ εἶ ὁ υἱὸς τοῦ θεοῦ καὶ ἐπιτιμῶν οὐκ εἴα αὐτὰ λαλεῖν ὅτι ᾔδεισαν τὸν Χριστὸν αὐτὸν εἶναι" 
"04","42","07K","γενομένης δὲ ἡμέρας ἐξελθὼν ἐπορεύθη εἰς ἔρημον τόπον καὶ οἱ ὄχλοι ἐπεζήτουν αὐτόν καὶ ἦλθον ἕως αὐτοῦ καὶ κατεῖχον αὐτὸν τοῦ μὴ πορεύεσθαι ἀπ᾽ αὐτῶν" 
"04","43","07K","ὁ δὲ εἶπεν πρὸς αὐτοὺς ὅτι δεῖ με καὶ ταῖς ἑτέραις πόλεσιν ἀπαγγελίσασθαι τὴν βασιλείαν τοῦ θεοῦ ὅτι ἐπὶ τοῦτο ἀπεστάλην" 
"04","44","07K","καὶ ἦν κηρύσσων εἰς τὰς συναγωγὰς τῆς Γαλιλαίας" 
"05","01","07K","ἐγένετο δὲ ἐν τῷ τὸν ὄχλον ἐπικεῖσθαι αὐτῷ καὶ ἀκούειν τὸν λόγον τοῦ θεοῦ ἑστώτος αὐτοῦ παρὰ τὴν λίμνην Γεννησαρέτ" 
"05","02","07K","καὶ εἶδεν δύο πλοῖα ἑστῶτα παρὰ τὴν λίμνην οἱ δὲ ἁλιεῖς ἀπ᾽ αὐτῶν ἀποβάντες ἔπλυνον τὰ δίκτυα" 
"05","03","07K","ἐμβὰς δὲ εἰς ἓν τῶν πλοίων ὃ ἦν Σίμωνος ἠρώτησεν αὐτὸν ἀπὸ τῆς γῆς ἐπαναγαγεῖν ὅσον ὅσον καθίσας δὲ ἐν τῷ πλοίῳ ἐδίδασκεν τοὺς ὄχλους" 
"05","04","07K","ὡς δὲ ἐπαύσατο λαλῶν εἶπεν πρὸς τὸν Σίμωνα ἐπανάγαγε εἰς τὸ βάθος καὶ χαλάσατε τὰ δίκτυα ὑμῶν εἰς ἄγραν" 
"05","05","07K","ὁ δὲ Σίμων ἀποκριθεὶς εἶπεν αὐτῷ διδάσκαλε δι᾽ ὅλης νυκτὸς κοπιάσαντες οὐδὲν ἐλάβομεν ἐπὶ δὲ τῷ ῥήματί σου οὐ μὴ παρακούσομαι" 
"05","06","07K","καὶ εὐθὺς χαλάσαντες τὰ δίκτυα συνέκλεισαν πλῆθος ἰχθύων πολύ ὥστε τὰ δίκτυα ῥήσσεσθαι" 
"05","07","07K","καὶ κατένευσαν τοῖς μετόχοις ἐν τῷ ἑτέρῳ πλοίῳ τοῦ ἐλθόντας βοηθεῖν αὐτοῖς καὶ ἦλθον καὶ ἔπλησαν ἀμφότερα τὰ πλοῖα ὥστε παρά τι βυθίζεσθαι" 
"05","08","07K","ὁ δὲ Σίμων προσέπεσεν αὐτοῦ τοῖς ποσὶν λέγων παρακαλῶ ἔξελθε ἀπ᾽ ἐμοῦ ὅτι ἀνὴρ ἁμαρτωλός εἰμι κύριε" 
"05","09","07K","θάμβος γὰρ περιέσχεν αὐτὸν ἐπὶ τῇ ἄγρᾳ τῶν ἰχθύων ὧν συνέλαβον" 
"05","10","07K","ἦσαν δὲ κοινωνοὶ αὐτοῦ Ἰάκωβος καὶ Ἰωάννης υἱοὶ Ζεβεδαίου ὁ δὲ εἶπεν αὐτοῖς δεῦτε καὶ μὴ γίνεσθε ἁλιεῖς ἰχθύων ποιήσω γὰρ ὑμᾶς ἁλιεῖς ἀνθρώπων" 
"05","11","07K","οἱ δὲ ἀκούσαντες πάντα κατέλειψαν ἐπὶ τῆς γῆς καὶ ἠκολούθησαν αὐτῷ" 
"05","12","07K","καὶ ἐγένετο ἐν τῷ εἶναι αὐτὸν ἐν μιᾷ τῶν πόλεων καὶ ἰδοὺ ἀνὴρ λεπρός ἰδὼν δὲ τὸν Ἰησοῦν ἔπεσεν ἐπὶ πρόσωπον λέγων κύριε ἐὰν θέλῃς δύνασαί με καθαρίσαι" 
"05","13","07K","καὶ ἐκτείνας τὴν χεῖρα ἥψατο αὐτοῦ λέγων θέλω καθαρίσθητι καὶ εὐθέως ἐκαθαρίσθη" 
"05","14","07K","καὶ αὐτὸς παρήγγειλεν αὐτῷ μηδενὶ εἰπεῖν ἀλλὰ ἄπελθε [] δεῖξον σεαυτὸν τῷ ἱερεῖ καὶ προσένεγκε τὸ δῶρον [] ὃ [] προσέταξεν Μωϋσῆς ἵνα εἰς μαρτύριον ᾖ τοῦτο ὑμῖν ὁ δὲ ἐξελθὼν ἤρξατο κηρύσσειν καὶ διαφημίζειν τὸν λόγον ὥστε μηκέτι δύνασθαι αὐτὸν φανερῶς εἰς πόλιν εἰσελθεῖν ἀλλ᾽ ἔξω ἦν ἐπ᾽ ἐρήμοις τόποις συνήρχοντο πρὸς αὐτὸν καὶ ἦλθεν πάλιν εἰς Καφαρναούμ" 
"05","17","07K","καὶ ἐγένετο ἐν μιᾷ τῶν ἡμερῶν αὐτοῦ διδάσκοντος συνελθεῖν τοὺς Φαρισαὶους () ἦσαν δὲ συνεληλυθότες ἐκ πάσης κώμης τῆς Γαλιλαίας καὶ Ἰουδαίας τοῦ ἰᾶσθαι αὐτούς" 
"05","18","07K","καὶ ἰδοὺ ἄνδρες φέροντες ἐπὶ (κραβάττου) ἄνθρωπον ὃς ἦν παραλελυμένος καὶ ἐζήτουν αὐτὸν εἰσενεγκεῖν καὶ θεῖναι αὐτὸν ἐνώπιον αὐτοῦ" 
"05","19","07K","καὶ μὴ εὑρόντες ποίας εἰσενέγκωσιν αὐτὸν διὰ τὸν ὄχλον ἀνέβησαν ἐπὶ τὸ δῶμα καὶ ἀπεστεγάσαντες τοὺς κεράμους ὅπου ἦν καθῆκαν τὸν κράβαττον σὺν τῷ παραλυτικῷ ἔμπροσθεν τοῦ Ἰησοῦ" 
"05","20","07K","καὶ ἰδὼν τὴν πίστιν αὐτῶν λέγει τῷ παραλυτικῷ ἄνθρωπε ἀφέωνταί σου αἱ ἁμαρτίαι σου" 
"05","21","07K","καὶ ἤρξαντο διαλογίζεσθαι οἱ γραμματεῖς καὶ οἱ Φαρισαῖοι ἐν ταῖς καρδίαις αὐτῶν λέγοντες τί οὗτος λαλεῖ βλασφημίας; τίς ἀφήσει ἁμαρτίας εἰ μὴ μόνος ὁ θεός;" 
"05","22","07K","ἐπιγνοὺς δὲ ὁ Ἰησοῦς τοὺς διαλογισμοὺς αὐτῶν ἀποκριθεὶς εἶπεν πρὸς αὐτούς τί διαλογίζεσθε ἐν ταῖς καρδίαις ὑμῶν πονηρά;" 
"05","23","07K","τί ἐστιν εὐκοπώτερον εἰπεῖν ἀφέωνταί σοι αἱ ἁμαρτίαι σου ἢ εἰπεῖν ἔγειρε καὶ περιπάτει;" 
"05","24","07K","ἵνα δὲ εἰδῆτε ὅτι ἐξουσίαν ἔχει ὁ υἱὸς τοῦ ἀνθρώπου ἀφιέναι ἁμαρτίας ἐπὶ τῆς γῆς λέγει τῷ παραλυτικῷ ἔγειρε καὶ ἆρον τὸν κράβαττὸν σου καὶ πορεύου εἰς τὸν οἶκόν σου" 
"05","25","07K","καὶ παραχρῆμα ἀναστὰς ἐνώπιον αὐτῶν ἄρας τὸν κράβαττὸν αὐτοῦ ἀπῆλθεν εἰς τὸν οἶκον αὐτοῦ δοξάζων τὸν θεόν" 
"05","26","07K","καὶ ἐπλήσθησαν φόβου λέγοντες ὅτι εἴδομεν παράδοξα σήμερον" 
"05","27","07K","καὶ ἐλθὼν πάλιν παρὰ τὴν θάλασσαν καὶ ἐπακολουθοῦντα αὐτῷ ὄχλον ἐδίδασκεν καὶ παράγων εἶδεν Λευὶ τὸν τοῦ Ἁλφαίου καθήμενον ἐπὶ τὸ τελώνιον καὶ λεγει αὐτῷ ἀκολούθει μοι" 
"05","28","07K","καὶ καταλιπὼν πάντα ἀναστὰς ἠκολούθει αὐτῷ" 
"05","29","07K","καὶ ἐποίησεν δοχὴν μεγάλην Λευὶς αὐτῷ ἐν τῇ οἰκίᾳ αὐτοῦ καὶ ἦν ὄχλος πολὺς τελωνῶν καὶ ἄλλων ἀνακειμένων" 
"05","30","07K","καὶ ἐγόγγυζον οἱ Φαρισαῖοι καὶ οἱ γραμματεῖς αὐτῶν πρὸς τοὺς μαθητὰς αὐτοῦ λέγοντες διὰ τί μετὰ τῶν τελωνῶν ἐσθίετε καὶ πίνετε;" 
"05","31","07K","καὶ ἀποκριθεὶς ὁ Ἰησοῦς εἶπεν πρὸς αὐτούς οὐ χρείαν ἔχουσιν οἱ ὑγιαίνοντες ἰατροῦ ἀλλὰ οἱ κακῶς ἔχοντες" 
"05","32","07K","οὐκ ἐλήλυθα καλέσαι δικαίους" 
"05","33","07K","οἱ δὲ εἶπαν πρὸς αὐτόν διὰ τί οἱ μαθηταὶ Ἰωάννου καὶ οἱ μαθηταὶ τῶν Φαρισαίων νηστεύουσιν πυκνὰ καὶ δεήσεις ποιοῦνται οἱ δὲ σοὶ ἐσθίουσιν καὶ πίνουσιν" 
"05","34","07K","ὁ δὲ Ἰησοῦς εἶπεν πρὸς αὐτούς μὴ δύνανται οἱ υἱοὶ τοῦ νυμφῶνος ἐφ᾽ ὅσον μετ᾽ αὐτῶν ἐστιν ὁ νύμφιος νηστεύειν" 
"05","35","07K","ἐλεύσονται δὲ ἡμέραι καὶ ὅταν ἀπαρθῇ ἀπ᾽ αὐτῶν ὁ νυμφίος τότε νηστεύσουσιν ἐν ἐκείναις ταῖς ἡμέραις" 
"05","37","07K","οὐ βάλλουσιν οἶνον νέον εἰς ἀσκοὺς παλαιούς εἰ δὲ μή γε ῥήξει ὁ οἶνος ὁ νέος τοὺς ἀσκοὺς καὶ ὁ οἶνος ἀπόλλυται καὶ οἱ ἀσκοί" 
"05","38","07K","ἀλλὰ οἶνον νέον εἰς ἀσκοὺς καινοὺς βάλλουσιν καὶ ἀμφότεροι συντηροῦνται" 
"05","36","07K","καὶ οὐδεὶς ἐπιβάλλει ἐπίβλημα ῥάκους ἀγνάφου ἐπὶ ἱματίῳ παλαιῷ εἰ δὲ μή γε καὶ τὸ πλήρωμα αἴρει καὶ τῷ παλαιῷ οὐ συμφωνήσει μεῖζον γὰρ σχίσμα γενήσεται" 
"06","01","07K","καὶ ἐγένετο αὐτὸν ἐν σαββάτῳ διαπορεύεσθαι διὰ τῶν σπορίμων καὶ οἱ δὲ μαθηταὶ αὐτοῦ ἤρξαντο τίλλειν τοὺς στάχυας ψώχοντες ταῖς χερσίν ἤσθιον" 
"06","02","07K","οἱ δὲ Φαρισαῖοι ἔλεγον αὐτῷ ἴδε τί ποιοῦσιν οἱ μαθηταί σου τοῖς σάββασιν ὃ οὐκ ἔξεστιν" 
"06","03","07K","ἀποκριθεὶς δὲ ὁ Ἰησοῦς ἔλεγεν πρὸς αὐτούς οὐδέποτε τοῦτο ἀνέγνωτε τί ἐποίησεν Δαυὶδ;" 
"06","04","07K","εἰσῆλθεν εἰς τὸν οἶκον τοῦ θεοῦ καὶ τοὺς ἄρτους τῆς προθέσεως ἔφαγεν καὶ ἔδωκεν καὶ τοῖς μετ᾽ αὐτοῦ οὓς οὐκ ἐξὸν ἦν φαγεῖν εἰ μὴ μόνους τοὺς ἱερεῖς; τῇ αὐτῇ ἡμέρᾳ θεασάμενός τινα ἐργαζόμενον τῷ σαββάτῳ εἶπεν αὐτῷ ἄνθρωπε εἰ μὲν οἶδας τί ποιεῖς μακάριος εἶ εἰ δὲ μή οἶδας ἐπικατάρατος καὶ παραβάτης εἶ τοῦ νόμου" 
"06","06","07K","καὶ εἰσελθόντος αὐτοῦ πάλιν εἰς τὴν συναγωγὴν σαββάτῳ ἐν ᾗ ἦν ἄνθρωπος ξηρὰν ἔχων τὴν χεῖρα" 
"06","07","07K","παρετηροῦντο αὐτὸν οἱ Φαρισαῖοι εἰ τῷ σαββάτῳ θεραπεύει ἵνα κατηγόρωσιν αὐτοῦ" 
"06","08","07K","αὐτὸς δὲ γινώσκων τοὺς διαλογισμοὺς αὐτῶν λέγει τῷ τὴν χεῖρα ἔχοντι ξηράν ἔγειρε καὶ στῆθι ἐν τῷ μέσῳ καὶ ἀναστὰς ἐστάθη" 
"06","09","07K","εἶπεν δὲ ὁ Ἰησοῦς πρὸς αὐτούς ἐπερωτήσω ὑμᾶς ἔξεστιν τῷ σαββάτῳ ἀγαθοποιῆσαι ἢ μή ψυχὴν λῦσαι ἢ ἀπολέσαι; οἱ δὲ ἐσιώπων" 
"06","10","07K","καὶ περιβλεψάμενος αὐτοὺς πάντας ἐν ὀργῇ λέγει τῷ ἀνθρώπῳ ἔκτεινον τὴν χεῖρά σου καὶ ἐξέτεινεν καὶ ἀπεκατεστάθη ἡ χεὶρ αὐτοῦ ὡς καὶ ἡ ἄλλη" 
"06","05","07K","καὶ ἔλεγεν αὐτοῖς ὅτι κύριός ἐστιν ὁ υἱὸς τοῦ ἀνθρώπου καὶ τοῦ σαββάτου" 
"06","11","07K","αὐτοὶ δὲ ἐπλήσθησαν ἀνοίας καὶ διαλογίζοντο πρὸς ἀλλήλους πῶς ἀπολέσωσιν αὐτόν" 
"06","12","07K","καὶ ἀναβαίνει εἰς τὸ ὄρος καὶ ἦν διανυκτερεύων ἐν τῇ προσευχῇ" 
"06","13","07K","καὶ ὅτε ἐγένετο ἡμέρα προσεφώνησεν τοὺς μαθητὰς αὐτοῦ καὶ ἐκλεξάμενος ἀπ᾽ αὐτῶν δώδεκα οὓς καὶ ἀποστόλους ἐκάλεσεν" 
"06","14","07K","πρῶτον Σίμωνα ὃν Πέτρον ἐπωνόμασεν καὶ Ἀνδρέαν τὸν ἀδελφὸν αὐτοῦ καὶ Ἰάκωβον καὶ Ἰωάννην τὸν ἀδελφὸν αὐτοῦ οὓς ἐπωνόμασεν βοανηργές ὅ ἐστιν υἱοὶ βροντῆς καὶ Φίλιππον καὶ Βαρθολομαῖον" 
"06","15","07K","καὶ Μαθθαῖον καὶ () Θωμᾶν τὸν ἐπικαλούμενον Δίδυμον καὶ Ἰάκωβον Ἁλφαίου καὶ Σίμωνα τὸν καλούμενον Ζηλωτὴν" 
"06","16","07K","καὶ Ἰούδαν Ἰακώβου καὶ Ἰούδαν Σκαριώτην ὃς καὶ ἐγένετο προδότης" 
"06","17","07K","καὶ καταβὰς ἐν αὐτοῖς ἔστη ἐπὶ τόπου πεδινοῦ καὶ ὄχλος πολὺς μαθητῶν αὐτοῦ καὶ πλῆθος πολὺ τοῦ λαοῦ ἀπὸ πάσης τῆς Ἰουδαίας καὶ τῆς περαίας καὶ ἄλλων πόλεων" 
"06","18","07K","οἳ ἦλθον ἀκοῦσαι αὐτοῦ καὶ ἰαθῆναι ἀπὸ τῶν νόσων αὐτῶν καὶ οἱ ἐνοχλούμενοι ἀπὸ πνευμάτων ἀκαθάρτων ἐθεραπεύοντο" 
"06","19","07K","καὶ πᾶς ὁ ὄχλος ἐζήτουν ἅπτεσθαι αὐτοῦ" 
"06","20","07K","καὶ αὐτὸς ἐπάρας τοὺς ὀφθαλμοὺς αὐτοῦ εἰς τοὺς μαθητὰς αὐτοῦ ἔλεγεν μακάριοι οἱ πτωχοί ὅτι αὐτῶν ἐστὶν ἡ βασιλεία τῶν οὐρανῶν" 
"06","21","07K","μακάριοι οἱ πεινῶντες ὅτι χορτασθήσονται μακάριοι οἱ κλαίοντες ὅτι γελάσουσιν" 
"06","22","07K","μακάριοί ἔσεστε ὅταν ὑμᾶς μισήσουσιν οἱ ἄνθρωποι καὶ ὀνειδίσουσιν καὶ ἐκβαλούσι τὸ ὄνομα ὑμῶν ὡς πονηρὸν ἕνεκα τοῦ υἱοῦ τοῦ ἀνθρώπου" 
"06","23","07K","κατὰ τὰ αὐτὰ ἐποίουν τοῖς προφήταις οἱ πατέρες ὑμῶν" 
"06","24","07K","πλὴν οὐαὶ τοῖς πλουσίοις ὅτι ἀπέχετε τὴν παράκλησιν ὑμῶν" 
"06","25","07K","οὐαὶ τοῖς ἐμπεπλησμένοις ὅτι πεινάσουσιν οὐαί τοῖς γελούσιν ὅτι πενθήσουσιν" 
"06","26","07K","οὐαὶ ὅταν ὑμᾶς καλῶς εἴπωσιν οἱ ἄνθρωποι κατὰ τὰ αὐτὰ ἐποίουν καὶ τοῖς ψευδοπροφήταις οἱ πατέρες ὑμῶν" 
"06","27","07K","ἐν τῷ νόμῳ λέγει ὀφθαλμὸν ἀντὶ ὀφθαλμοῦ καὶ ὀδόντα ἀντὶ ὀδόντος ἀλλὰ ὑμῖν λέγω τοῖς ἀκούουσιν ἀγαπᾶτε τοὺς ἐχθροὺς ὑμῶν" 
"06","28","07K","καὶ εύχεσθε ὑπὲρ τῶν διωκόντων ὑμᾶς" 
"06","29","07K","ἐάν τίς σὲ ῥαπίσῃ εἰς τὴν σιαγόνα δεξίαν [] παράθες αὐτῷ καὶ τὴν ἄλλην καὶ ἐὰν τίς σου ἄρῃ τὸ ἱμάτιον καὶ ἄφες αὐτῷ καὶ τὸν χιτῶνα" 
"06","30","07K","παντὶ αἰτοῦντί σε δίδου" 
"06","31","07K","καὶ καθὼς ὑμῖν γίνεσθαι θέλετε παρὰ τῶν ἀνθρώπων οὕτως καὶ ὑμεῖς ποιεῖτε αῦτοις" 
"06","34","07K","καὶ ἐὰν δανίσητε παρ᾽ ὧν ἐλπίζετε λαβεῖν ποία χάρις ἐστίν ὑμῖν;" 
"06","35","07K","πλὴν ἀγαπᾶτε τοὺς ἐχθροὺς ὑμῶν καὶ ἀγαθοποιεῖτε καὶ δανίζετε μηδὲν ἀπελπίζοντες καὶ ἔσται ὁ μισθὸς ὑμῶν πολύς καὶ ἔσεσθε υἱοὶ θεοῦ ὅτι αὐτὸς χρηστός ἐστιν ἐπὶ τοὺς ἀχαρίστους καὶ πονηρούς" 
"06","36","07K","ἔστε οἰκτίρμονες καθὼς ὁ πατὴρ ὑμῶν ᾤκτειρεν ὑμᾶς" 
"06","37","07K","καὶ μὴ κρίνετε ἵνα μὴ κριθῆτε καὶ μὴ καταδικάζετε ἵνα μὴ καταδικασθῆτε ἀπολύετε καὶ ἀπολυθήσεσθε" 
"06","38","07K","δίδοτε καὶ δοθήσεται ὑμῖν μέτρον καλὸν πεπιεσμένον ὑπερεκχυννόμενον δώσουσιν εἰς τὸν κόλπον ὑμῶν ᾧ μέτρῳ μετρήσετε μετρηθήσεται ὑμῖν" 
"06","39","07K","μήτι δύναται τυφλὸς τυφλὸν ὁδηγεῖν; οὐχὶ ἀμφότεροι εἰς βόθυνον ἐμπεσοῦνται;" 
"06","40","07K","οὐκ ἔστιν μαθητὴς ὑπὲρ τὸν διδάσκαλον ()" 
"06","41","07K","τί δὲ βλέπεις τὸ κάρφος τὸ ἐν τῷ ὀφθαλμῷ τοῦ ἀδελφοῦ σου τὴν δὲ δοκὸν τὴν ἐν τῷ ἰδίῳ ὀφθαλμῷ οὐ κατανοεῖς;" 
"06","42","07K","πῶς δύνασαι λέγειν τῷ ἀδελφῷ σου ἀδελφέ ἄφες ἐκβάλω τὸ κάρφος ἐκ τοῦ ὀφθαλμοῦ σου καὶ ἰδού ἡ δοκὸς ἐν τῷ σῷ ὀφθαλμῷ ὑποκεῖται; ὑποκριτά ἔκβαλε πρῶτον τὴν δοκὸν ἐκ τοῦ ὀφθαλμοῦ σοῦ καὶ τότε διαβλέψεις τὸ κάρφος ἐκ τοῦ ὀφθαλμοῦ τοῦ ἀδελφοῦ σου ἐκβαλεῖν" 
"06","43","07K","οὐ δύναται [] δένδρον καλὸν καρποὺς σαπρούς [] ἐνεγκεῖν [] οὐδὲ [] δένδρον σαπρὸν καρποὺς καλούς [] ἐνέγκαι []" 
"06","44","07K","ἕκαστον γὰρ δένδρον ἐκ τοῦ ἰδίου καρποῦ γινώσκεται οὐ γὰρ ἐξ ἀκανθῶν συλλέγουσιν σῦκα οὐδὲ ἐκ βάτου σταφυλὴν τρυγῶσιν" 
"06","45","07K","ὁ ἀγαθὸς ἄνθρωπος ἐκ τοῦ ἀγαθοῦ θησαυροῦ τῆς καρδίας προφέρει τὸ ἀγαθόν καὶ ὁ πονηρὸς ἐκ τοῦ πονηροῦ προφέρει τὸ πονηρόν ἐκ γὰρ περισσεύματος καρδίας λαλεῖ τὸ στόμα αὐτοῦ" 
"06","46","07K","τί καλεῖτε κύριε κύριε καὶ οὐ ποιεῖτε ἅ λέγω;" 
"07","01","07K","καὶ ἐγένετο ὅτε ἐτέλεσεν ταῦτα τὰ ῥήματα λαλῶν ἦλθεν εἰς Καφαρναούμ" 
"07","02","07K","ἑκατοντάρχου δέ τινος παῖς κακῶς ἔχων ἤμελλεν τελευτᾶν ὃς ἦν αὐτῷ τίμιος" 
"07","03","07K","ἀκούσας δὲ περὶ τοῦ Ἰησοῦ ἀπέστειλεν πρεσβυτέρους τῶν Ἰουδαίων ἐρωτῶν αὐτὸν ὅπως ἐλθὼν διασώσῃ τὸν δοῦλον αὐτοῦ" 
"07","04","07K","οἱ δὲ παραγενόμενοι πρὸς τὸν Ἰησοῦν ἠρώτων αὐτὸν σπουδαίως λέγοντες ὅτι ἄξιός ἐστιν ᾧ παρέξῃ τοῦτο" 
"07","05","07K","ἀγαπᾷ γὰρ τὸ ἔθνος ἡμῶν καὶ τὴν συναγωγὴν αὐτὸς ᾠκοδόμησεν ἡμῖν" 
"07","06","07K","ὁ δὲ Ἰησοῦς ἐπορεύετο σὺν αὐτοῖς ἤδη δὲ αὐτοῦ οὐ μακρὰν ἀπέχοντος ἀπὸ τῆς οἰκίας ἔπεμψεν φίλους ὁ ἑκατοντάρχης λέγων αὐτῷ κύριε μὴ σκύλλου οὐ γὰρ ἱκανός εἰμι ἵνα ὑπὸ τὴν στέγην μου εἰσέλθῃς" 
"07","07","07K","ἀλλὰ εἰπὲ λόγῳ καὶ ἰαθήτω ὁ παῖς μου" 
"07","08","07K","καὶ γὰρ ἐγὼ ἄνθρωπός εἰμι ὑπὸ ἐξουσίαν τασσόμενος ἔχων ὑπ᾽ ἐμαυτὸν στρατιώτας καὶ λέγω τούτῳ πορεύθητι καὶ πορεύεται καὶ ἄλλῳ ἔρχου καὶ ἔρχεται καὶ τῷ δούλῳ μου ποίησον τοῦτο καὶ ποιεῖ" 
"07","09","07K","ἀκούσας δὲ ταῦτα ὁ Ἰησοῦς ἐθαύμασεν αὐτόν καὶ στραφεὶς τῷ ἀκολουθοῦντι αὐτῷ ὄχλῳ εἶπεν ἀμὴν λέγω ὑμῖν παρ᾽ οὐδενὶ τοιαύτην [] πίστιν ἐν τῷ Ἰσραὴλ εὗρον" 
"07","10","07K","καὶ ὑποστρέψαντες εἰς τὸν οἶκον οἱ πεμφθέντες δοῦλοι εὗρον τὸν ὑγιαίνοντα" 
"07","11","07K","καὶ τῇ ἑξῆς ἐπορεύθη εἰς πόλιν καλουμένην Ναῒν ()" 
"07","12","07K","ἐγένετο δὲ ὡς ἤγγισεν τῇ πύλῃ τῆς πόλεως καὶ ἰδοὺ ἐξεκομίζετο τεθνηκὼς μονογενὴς υἱὸς τῇ μητρὶ αὐτοῦ χήρα οὔσῃ καὶ πολὺς ὄχλος τῆς πόλεως συνεληλύθει σὺν αὐτῇ" 
"07","13","07K","καὶ ἰδὼν αὐτὴν ὁ Ἰησοῦς ἐσπλαγχνίσθη ἐπ᾽ αὐτῇ καὶ εἶπεν αὐτῇ μὴ κλαῖε" 
"07","14","07K","καὶ προσελθὼν ἥψατο τῆς σοροῦ οἱ δὲ βαστάζοντες ἔστησαν καὶ εἶπεν νεανίσκε νεανίσκε σοὶ λέγω ἐγέρθητι" 
"07","15","07K","καὶ ἀνεκάθισεν ὁ νεκρὸς καὶ ἤρξατο λαλεῖν καὶ ἔδωκεν αὐτὸν τῇ μητρὶ αὐτοῦ" 
"07","16","07K","ἔλαβεν δὲ φόβος πάντας καὶ ἐδόξαζον τὸν θεὸν λέγοντες ὅτι μέγας προφήτης προῆλθεν ἐν ἡμῖν καὶ ἐπεσκέψατο ὁ θεὸς τὸν λαὸν αὐτου" 
