"Chapter","Verse","Version","Script" 
"04","42","01H","γενομένης δὲ ἡμέρας ἐξελθὼν ἐπορεύθη εἰς ἔρημον τόπον· καὶ οἱ ὄχλοι ἐπεζήτουν αὐτὸν καὶ ἦλθον ἕως αὐτοῦ καὶ κατεῖχον αὐτὸν τοῦ μὴ πορεύεσθαι ἀπ᾽ αὐτῶν." 
"04","43","01H","ὁ δὲ εἶπε πρὸς αὐτούς· ὅτι καὶ ταῖς ἑτέραις πόλεσιν εὐαγγελίσασθαί με δεῖ τὴν βασιλείαν τοῦ θεοῦ ὅτι εἰς τοῦτο ἀπέσταλμαι." 
"04","44","01H","καὶ ἦν κηρύσσων ἐν ταῖς συναγωγαῖς τῆς Γαλιλαίας." 
"05","01","01H","ἐγένετο δὲ ἐν τῷ τὸν ὄχλον ἐπικεῖσθαι αὐτῷ καὶ ἀκούειν τὸν λόγον τοῦ θεοῦ καὶ αὐτὸς ἦν ἑστὼς παρὰ τὴν λίμνην Γεννησαρέτ·" 
"05","02","01H","καὶ εἶδε δύο πλοῖα ἑστῶτα παρὰ τὴν λίμνην· οἱ δὲ ἁλιεῖς ἀποβάντες ἀπ᾽ αὐτῶν ἀπέπλυναν τὰ δίκτυα." 
"05","03","01H","ἐμβὰς δὲ εἰς ἓν τῶν πλοίων ὃ ἦν τοῦ Σίμωνος ἠρώτησεν αὐτὸν ἀπὸ τῆς γῆς ἐπαναγαγεῖν ὀλίγον· καὶ καθίσας ἐδίδασκεν ἐκ τοῦ πλοίου τοὺς ὄχλους." 
"05","04","01H","ὡς δὲ ἐπαύσατο λαλῶν εἶπε πρὸς τὸν Σίμωνα· ἐπανάγαγε εἰς τὸ βάθος καὶ χαλάσατε τὰ δίκτυα ὑμῶν εἰς ἄγραν." 
"05","05","01H","καὶ ἀποκριθεὶς ὁ Σίμων εἶπεν αὐτῷ· ἐπιστάτα δι᾽ ὅλης τῆς νυκτὸς κοπιάσαντες οὐδὲν ἐλάβομεν ἐπὶ δὲ τῷ ῥήματί σου χαλάσω τὸ δίκτυον." 
"05","06","01H","καὶ τοῦτο ποιήσαντες συνέκλεισαν ἰχθύων πλῆθος πολύ· διερρήγνυτο δὲ τὸ δίκτυον αὐτῶν." 
"05","07","01H","καὶ κατένευσαν τοῖς μετόχοις τοῖς ἐν τῷ ἑτέρῳ πλοίῳ τοῦ ἐλθόντας συλλαβέσθαι αὐτοῖς· καὶ ἦλθον καὶ ἔπλησαν ἀμφότερα τὰ πλοῖα ὥστε βυθίζεσθαι αὐτά." 
"05","08","01H","ἰδὼν δὲ Σίμων Πέτρος προσέπεσε τοῖς γόνασι τοῦ Ἰησοῦ λέγων· ἔξελθε ἀπ᾽ ἐμοῦ ὅτι ἀνὴρ ἁμαρτωλός εἰμι κύριε." 
"05","09","01H","θάμβος γὰρ περιέσχεν αὐτὸν καὶ πάντας τοὺς σὺν αὐτῷ ἐπὶ τῇ ἄγρᾳ τῶν ἰχθύων ᾗ συνέλαβον·" 
"05","10","01H","ὁμοίως δὲ καὶ Ἰάκωβον καὶ Ἰωάννην υἱοὺς Ζεβεδαίου οἳ ἦσαν κοινωνοὶ τῷ Σίμωνι. καὶ εἶπε πρὸς τὸν Σίμωνα ὁ Ἰησοῦς· μὴ φοβοῦ· ἀπὸ τοῦ νῦν ἀνθρώπους ἔσῃ ζωγρῶν." 
"05","11","01H","καὶ καταγαγόντες τὰ πλοῖα ἐπὶ τὴν γῆν ἀφέντες ἅπαντα ἠκολούθησαν αὐτῷ." 
"05","12","01H","καὶ ἐγένετο ἐν τῷ εἶναι αὐτὸν ἐν μιᾷ τῶν πόλεων καὶ ἰδοὺ ἀνὴρ πλήρης λέπρας· καὶ ἰδὼν τὸν Ἰησοῦν πεσὼν ἐπὶ πρόσωπον ἐδεήθη αὐτοῦ λέγων· κύριε ἐὰν θέλῃς δύνασαί με καθαρίσαι." 
"05","13","01H","καὶ ἐκτείνας τὴν χεῖρα ἥψατο αὐτοῦ εἰπών· θέλω καθαρίσθητι. καὶ εὐθέως ἡ λέπρα ἀπῆλθεν ἀπ᾽ αὐτοῦ." 
"05","14","01H","καὶ αὐτὸς παρήγγειλεν αὐτῷ μηδενὶ εἰπεῖν· ἀλλὰ ἀπελθὼν δεῖξον σεαυτὸν τῷ ἱερεῖ καὶ προσένεγκε περὶ τοῦ καθαρισμοῦ σου καθὼς προσέταξε Μωσῆς εἰς [] μαρτύριον ὑμῖν." 
"05","15","01H","διήρχετο δὲ μᾶλλον ὁ λόγος περὶ αὐτοῦ· καὶ συνήρχοντο ὄχλοι πολλοὶ ἀκούειν καὶ θεραπεύεσθαι ὑπ᾽ αὐτοῦ ἀπὸ τῶν ἀσθενειῶν αὐτῶν." 
"05","16","01H","αὐτὸς δὲ ἦν ὑποχωρῶν ἐν ταῖς ἐρήμοις καὶ προσευχόμενος." 
"05","17","01H","καὶ ἐγένετο ἐν μιᾷ τῶν ἡμερῶν καὶ αὐτὸς ἦν διδάσκων· καὶ ἦσαν καθήμενοι Φαρισαῖοι καὶ νομοδιδάσκαλοι οἳ ἦσαν ἐληλυθότες ἐκ πάσης κώμης τῆς Γαλιλαίας καὶ Ἰουδαίας καὶ Ἰερουσαλήμ· καὶ δύναμις κυρίου ἦν εἰς τὸ ἰᾶσθαι αὐτούς." 
"05","18","01H","καὶ ἰδοὺ ἄνδρες φέροντες ἐπὶ κλίνης ἄνθρωπον ὃς ἦν παραλελυμένος· καὶ ἐζήτουν αὐτὸν εἰσενεγκεῖν καὶ θεῖναι ἐνώπιον αὐτοῦ." 
"05","19","01H","καὶ μὴ εὑρόντες διὰ ποίας εἰσενέγκωσιν αὐτὸν διὰ τὸν ὄχλον ἀναβάντες ἐπὶ τὸ δῶμα διὰ τῶν κεράμων καθῆκαν αὐτὸν σὺν τῷ κλινιδίῳ εἰς τὸ μέσον ἔμπροσθεν τοῦ Ἰησοῦ." 
"05","20","01H","καὶ ἰδὼν τὴν πίστιν αὐτῶν εἶπεν αὐτῷ· ἄνθρωπε ἀφέωνταί σοι αἱ ἁμαρτίαι σου." 
"05","21","01H","καὶ ἤρξαντο διαλογίζεσθαι οἱ γραμματεῖς καὶ οἱ Φαρισαῖοι λέγοντες· τίς ἐστιν οὗτος ὃς λαλεῖ βλασφημίας; τίς δύναται ἀφιέναι ἁμαρτίας εἰ μὴ μόνος ὁ θεός;" 
"05","22","01H","ἐπιγνοὺς δὲ ὁ Ἰησοῦς τοὺς διαλογισμοὺς αὐτῶν ἀποκριθεὶς εἶπε πρὸς αὐτούς· τί διαλογίζεσθε ἐν ταῖς καρδίαις ὑμῶν;" 
"05","23","01H","τί ἐστιν εὐκοπώτερον εἰπεῖν· ἀφέωνταί σοι αἱ ἁμαρτίαι σου ἢ εἰπεῖν· ἔγειραι καὶ περιπάτει;" 
"05","24","01H","ἵνα δὲ εἰδῆτε ὅτι ἐξουσίαν ἔχει ὁ υἱὸς τοῦ ἀνθρώπου ἐπὶ τῆς γῆς ἀφιέναι ἁμαρτίας (εἶπε τῷ παραλελυμένῳ·) σοὶ λέγω ἔγειραι καὶ ᾄρας τὸ κλινίδιόν σου πορεύου εἰς τὸν οἶκόν σου." 
"05","25","01H","καὶ παραχρῆμα ἀναστὰς ἐνώπιον αὐτῶν ᾄρας ἐφ᾽ ᾧ κατέκειτο ἀπῆλθεν εἰς τὸν οἶκον αὐτοῦ δοξάζων τὸν θεόν." 
"05","26","01H","καὶ ἔκστασις ἔλαβεν ἅπαντας καὶ ἐδόξαζον τὸν θεόν· καὶ ἐπλήσθησαν φόβου λέγοντες· ὅτι εἴδομεν παράδοξα σήμερον." 
"05","27","01H","καὶ μετὰ ταῦτα ἐξῆλθε καὶ ἐθεάσατο τελώνην ὀνόματι Λευῒν καθήμενον ἐπὶ τὸ τελώνιον καὶ εἶπεν αὐτῷ· ἀκολούθει μοι." 
"05","28","01H","καὶ καταλιπὼν ἅπαντα ἀναστὰς ἠκολούθησεν αὐτῷ·" 
"05","29","01H","καὶ ἐποίησε δοχὴν μεγάλην ὁ Λευῒς αὐτῷ ἐν τῇ οἰκίᾳ αὐτοῦ· καὶ ἦν ὄχλος τελωνῶν πολὺς καὶ ἄλλων οἳ ἦσαν μετ᾽ αὐτῶν κατακείμενοι." 
"05","30","01H","καὶ ἐγόγγυζον οἱ γραμματεῖς αὐτῶν καὶ οἱ Φαρισαῖοι πρὸς τοὺς μαθητὰς αὐτοῦ λέγοντες· διατί μετὰ τῶν τελωνῶν καὶ ἁμαρτωλῶν ἐσθίετε καὶ πίνετε;" 
"05","31","01H","καὶ ἀποκριθεὶς ὁ Ἰησοῦς εἶπε πρὸς αὐτούς· οὐ χρείαν ἔχουσιν οἱ ὑγιαίνοντες ἰατροῦ ἀλλ᾽ οἱ κακῶς ἔχοντες." 
"05","32","01H","οὐκ ἐλήλυθα καλέσαι δικαίους ἀλλ᾽ ἁμαρτωλοὺς εἰς μετάνοιαν." 
"05","33","01H","οἱ δὲ εἶπον πρὸς αὐτόν· διὰ τί οἱ μαθηταὶ Ἰωάννου νηστεύουσι πυκνὰ καὶ δεήσεις ποιοῦνται ὁμοίως καὶ οἱ τῶν Φαρισαίων· οἱ δὲ σοὶ ἐσθίουσι καὶ πίνουσιν;" 
"05","34","01H","ὁ δὲ εἶπε πρὸς αὐτούς· μὴ δύνασθε τοὺς υἱοὺς τοῦ νυμφῶνος ἐν ᾧ ὁ νυμφίος μετ᾽ αὐτῶν ἐστι ποιῆσαι νηστεύειν;" 
"05","35","01H","ἐλεύσονται δὲ ἡμέραι καὶ ὅταν ἀπαρθῇ ἀπ᾽ αὐτῶν ὁ νυμφίος τότε νηστεύσουσιν ἐν ἐκείναις ταῖς ἡμέραις." 
"05","36","01H","ἔλεγε δὲ καὶ παραβολὴν πρὸς αὐτούς· ὅτι οὐδεὶς ἐπίβλημα ἱματίου καινοῦ ἐπιβάλλει ἐπὶ ἱμάτιον παλαιόν· εἰ δὲ μήγε καὶ τὸ καινὸν σχίζει καὶ τῷ παλαιῷ οὐ συμφωνεῖ ἐπίβλημα τὸ ἀπὸ τοῦ καινοῦ []." 
"05","37","01H","καὶ οὐδεὶς βάλλει οἶνον νέον εἰς ἀσκοὺς παλαιούς· εἰ δὲ μήγε ῥήξει ὁ νέος οἶνος τοὺς ἀσκοὺς καὶ αὐτὸς ἐκχυθήσεται καὶ οἱ ἀσκοὶ ἀπολοῦνται []." 
"05","38","01H","ἀλλὰ οἶνον νέον εἰς ἀσκοὺς καινοὺς βλητέον· καὶ ἀμφότεροι συντηροῦνται []." 
"05","39","01H","καὶ οὐδεὶς πιὼν παλαιὸν εὐθέως θέλει νέον· λέγει γάρ· ὁ παλαιὸς χρηστότερός ἐστιν." 
"06","01","01H","ἐγένετο δὲ ἐν σαββάτῳ δευτεροπρώτῳ διαπορεύεσθαι αὐτὸν διὰ τῶν σπορίμων· καὶ ἔτιλλον οἱ μαθηταὶ αὐτοῦ τοὺς στάχυας καὶ ἤσθιον ψώχοντες ταῖς χερσί." 
"06","02","01H","τινὲς δὲ τῶν Φαρισαίων εἰπον αὐτοῖς· τί ποιεῖτε ὃ οὐκ ἔξεστι ποιεῖν τοῖς σάββασι;" 
"06","03","01H","καὶ ἀποκριθεὶς πρὸς αὐτοὺς εἶπεν ὁ Ἰησοῦς· οὐδὲ τοῦτο ἀνέγνωτε ὃ ἐποίησε Δαυῒδ ὁπότε ἐπείνασεν αὐτὸς καὶ οἱ μετ᾽ αὐτοῦ ὄντες;" 
"06","04","01H","ὡς εἰσῆλθεν εἰς τὸν οἶκον τοῦ θεοῦ καὶ τοὺς ἄρτους τῆς προθέσεως ἔλαβε καὶ ἔφαγε καὶ ἔδωκε τοῖς μετ᾽ αὐτοῦ οὓς οὐκ ἔξεστι φαγεῖν εἰ μὴ μόνους τοὺς ἱερεῖς;" 
"06","05","01H","καὶ ἔλεγεν αὐτοῖς· ὅτι κύριός ἐστιν ὁ υἱὸς τοῦ ἀνθρώπου καὶ τοῦ σαββάτου." 
"06","06","01H","ἐγένετο δὲ καὶ ἐν ἑτέρῳ σαββάτῳ εἰσελθεῖν αὐτὸν εἰς τὴν συναγωγὴν καὶ διδάσκειν· καὶ ἦν ἐκεῖ ἄνθρωπος καὶ ἡ χεὶρ αὐτοῦ ἡ δεξιὰ ἦν ξηρά." 
"06","07","01H","παρετήρουν δὲ αὐτὸν οἱ γραμματεῖς καὶ οἱ Φαρισαῖοι εἰ ἐν τῷ σαββάτῳ θεραπεύσει· ἵνα εὕρωσι κατηγορίαν αὐτοῦ." 
"06","08","01H","αὐτὸς δὲ ᾔδει τοὺς διαλογισμοὺς αὐτῶν καὶ εἶπε τῷ ἀνθρώπῳ τῷ ξηρὰν ἔχοντι τὴν χεῖρα· ἔγειραι καὶ στῆθι εἰς τὸ μέσον. ὁ δὲ ἀναστὰς ἔστη." 
"06","09","01H","εἶπεν οὖν ὁ Ἰησοῦς πρὸς αὐτούς· ἐπερωτήσω ὑμᾶς τι· ἔξεστι τοῖς σάββασιν ἀγαθοποιῆσαι ἢ κακοποιῆσαι; ψυχὴν σῶσαι ἢ ἀπολέσαι;" 
"06","10","01H","καὶ περιβλεψάμενος πάντας αὐτοὺς εἶπε τῷ ἀνθρώπῳ· ἔκτεινον τὴν χεῖρά σου. ὁ δὲ ἐποίησεν οὕτω· καὶ ἀπεκατεστάθη ἡ χεὶρ αὐτοῦ ὡς ἡ ἄλλη." 
"06","11","01H","αὐτοὶ δὲ ἐπλήσθησαν ἀνοίας· καὶ διελάλουν πρὸς ἀλλήλους τί ἂν ποιήσαιεν τῷ Ἰησοῦ." 
"06","12","01H","ἐγένετο δὲ ἐν ταῖς ἡμέραις ταύταις ἐξῆλθεν εἰς τὸ ὄρος προσεύξασθαι· καὶ ἦν διανυκτερεύων ἐν τῇ προσευχῇ τοῦ θεοῦ." 
"06","13","01H","καὶ ὅτε ἐγένετο ἡμέρα προσεφώνησε τοὺς μαθητὰς αὐτοῦ· καὶ ἐκλεξάμενος ἀπ᾽ αὐτῶν δώδεκα οὓς καὶ ἀποστόλους ὠνόμασε·" 
"06","14","01H","Σίμωνα ὃν καὶ ὠνόμασε Πέτρον καὶ Ἀνδρέαν τὸν ἀδελφὸν αὐτοῦ Ἰάκωβον καὶ Ἰωάννην Φίλιππον καὶ Βαρθολομαῖον" 
"06","15","01H","Ματθαῖον καὶ Θωμᾶν Ἰάκωβον τὸν Ἁλφαίου καὶ Σίμωνα τὸν καλούμενον ζηλωτήν" 
"06","16","01H","Ἰούδαν Ἰακώβου καὶ Ἰούδαν Ἰσκαριώτην ὃς καὶ ἐγένετο προδότης·" 
"06","17","01H","καὶ καταβὰς ἐν αὐτοῖς [] ἔστη ἐπὶ τόπου πεδινοῦ καὶ ὄχλος μαθητῶν αὐτοῦ καὶ πλῆθος πολὺ τοῦ λαοῦ ἀπὸ πάσης τῆς Ἰουδαίας καὶ Ἰερουσαλὴμ καὶ τῆς παραλίου Τύρου καὶ Σιδῶνος" 
"06","18","01H","οἳ ἦλθον ἀκοῦσαι αὐτοῦ καὶ ἰαθῆναι ἀπὸ τῶν νόσων αὐτῶν. καὶ οἱ ὁχλούμενοι ὑπὸ πνευμάτων ἀκαθάρτων· καὶ ἐθεραπεύοντο." 
"06","19","01H","καὶ πᾶς ὁ ὄχλος ἐζήτει ἅπτεσθαι αὐτοῦ· ὅτι δύναμις παρ᾽ αὐτοῦ ἐξήρχετο καὶ ἰᾶτο πάντας." 
"06","20","01H","καὶ αὐτὸς ἐπάρας τοὺς ὀφθαλμοὺς αὐτοῦ εἰς τοὺς μαθητὰς αὐτοῦ ἔλεγε· μακάριοι οἱ πτωχοί· ὅτι ὑμετέρα ἐστὶν ἡ βασιλεία τοῦ θεοῦ." 
"06","21","01H","μακάριοι οἱ πεινῶντες νῦν· ὅτι χορτασθήσεσθε. μακάριοι οἱ κλαίοντες νῦν· ὅτι γελάσετε." 
"06","22","01H","μακάριοί ἐστε ὅταν μισήσωσιν ὑμᾶς οἱ ἄνθρωποι καὶ ὅταν ἀφορίσωσιν ὑμᾶς καὶ ὀνειδίσωσι καὶ ἐκβάλωσι τὸ ὄνομα ὑμῶν ὡς πονηρὸν ἕνεκα τοῦ υἱοῦ τοῦ ἀνθρώπου." 
"06","23","01H","χαίρετε ἐν ἐκείνῃ τῇ ἡμέρᾳ καὶ σκιρτήσατε· ἰδοὺ γὰρ ὁ μισθὸς ὑμῶν πολὺς ἐν τῷ οὐρανῷ· κατὰ ταῦτα γὰρ ἐποίουν τοῖς προφήταις οἱ πατέρες αὐτῶν []." 
"06","24","01H","πλὴν οὐαὶ ὑμῖν τοῖς πλουσίοις· ὅτι ἀπέχετε τὴν παράκλησιν ὑμῶν." 
"06","25","01H","οὐαὶ ὑμῖν οἱ ἐμπεπλησμένοι· ὅτι πεινάσετε. οὐαὶ ὑμῖν οἱ γελῶντες νῦν· ὅτι πενθήσετε καὶ κλαύσετε." 
"06","26","01H","οὐαὶ ὑμῖν ὅταν καλῶς ὑμᾶς εἴπωσι πάντες οἱ ἄνθρωποι· κατὰ ταῦτα γὰρ ἐποίουν τοῖς ψευδοπροφήταις οἱ πατέρες αὐτῶν." 
"06","27","01H","ἀλλ᾽ ὑμῖν λέγω τοῖς ἀκούουσιν· ἀγαπᾶτε τοὺς ἐχθροὺς ὑμῶν· καλῶς ποιεῖτε τοῖς μισοῦσιν ὑμᾶς []·" 
"06","28","01H","εὐλογεῖτε τοὺς καταρωμένους ὑμῖν· καὶ προσεύχεσθε ὑπὲρ τῶν ἐπηρεαζόντων ὑμᾶς []." 
"06","29","01H","τῷ τύπτοντί σε ἐπὶ τὴν σιαγόνα πάρεχε καὶ τὴν ἄλλην· καὶ ἀπὸ τοῦ αἴροντός σου τὸ ἱμάτιον καὶ τὸν χιτῶνα μὴ κωλύσῃς." 
"06","30","01H","παντὶ δὲ τῷ αἰτοῦντί σε δίδου καὶ ἀπὸ τοῦ αἴροντος τὰ σὰ μὴ ἀπαίτει." 
"06","31","01H","καὶ καθὼς θέλετε ἵνα ποιῶσιν ὑμῖν οἱ ἄνθρωποι καὶ ὑμεῖς ποιεῖτε αὐτοῖς ὁμοίως." 
"06","32","01H","καὶ εἰ ἀγαπᾶτε τοὺς ἀγαπῶντας ὑμᾶς ποία ὑμῖν χάρις ἐστί; καὶ γὰρ οἱ ἁμαρτωλοὶ τοὺς ἀγαπῶντας αὐτοὺς ἀγαπῶσι." 
"06","33","01H","καὶ ἐὰν ἀγαθοποιῆτε τοὺς ἀγαθοποιοῦντας ὑμᾶς ποία ὑμῖν χάρις ἐστί; καὶ γὰρ οἱ ἁμαρτωλοὶ τὸ αὐτὸ ποιοῦσι." 
"06","34","01H","καὶ ἐὰν δανείζητε παρ᾽ ὧν ἐλπίζετε ἀπολαβεῖν ποία ὑμῖν χάρις ἐστί; καὶ γὰρ οἱ ἁμαρτωλοὶ ἁμαρτωλοῖς δανείζουσιν ἵνα ἀπολάβωσι τὰ ἴσα." 
"06","35","01H","πλὴν ἀγαπᾶτε τοὺς ἐχθροὺς ὑμῶν καὶ ἀγαθοποιεῖτε καὶ δανείζετε μηδὲν ἀπελπίζοντες· καὶ ἔσται ὁ μισθὸς ὑμῶν πολὺς καὶ ἔσεσθε υἱοὶ τοῦ ὑψίστου· ὅτι αὐτὸς χρηστός ἐστιν ἐπὶ τοὺς ἀχαρίστους καὶ πονηρούς." 
"06","36","01H","γίνεσθε οὖν οἰκτίρμονες καθὼς ὁ πατὴρ ὑμῶν οἰκτίρμων ἐστί." 
"06","37","01H","καὶ μὴ κρίνετε καὶ οὐ μὴ κριθῆτε· μὴ καταδικάζετε καὶ οὐ μὴ καταδικασθῆτε· ἀπολύετε καὶ ἀπολυθήσεσθε." 
"06","38","01H","δίδοτε καὶ δοθήσεται ὑμῖν· μέτρον καλὸν πεπιεσμένον καὶ σεσαλευμένον καὶ ὑπερεκχυνόμενον δώσουσιν εἰς τὸν κόλπον ὑμῶν· τῷ γὰρ αὐτῷ μέτρῳ ᾧ μετρεῖτε ἀντιμετρηθήσεται ὑμῖν []." 
"06","39","01H","εἶπε δὲ παραβολὴν αὐτοῖς· μήτι δύναται τυφλὸς τυφλὸν ὁδηγεῖν; οὐχὶ ἀμφότεροι εἰς βόθυνον πεσοῦνται;" 
"06","40","01H","οὐκ ἔστι μαθητὴς ὑπὲρ τὸν διδάσκαλον αὐτοῦ. κατηρτισμένος δὲ πᾶς ἔσται ὡς ὁ διδάσκαλος αὐτοῦ." 
"06","41","01H","τί δὲ βλέπεις τὸ κάρφος τὸ ἐν τῷ ὀφθαλμῷ τοῦ ἀδελφοῦ σου· τὴν δὲ δοκὸν τὴν ἐν τῷ ἰδίῳ ὀφθαλμῷ οὐ κατανοεῖς;" 
"06","42","01H","ἢ πῶς δύνασαι λέγειν τῷ ἀδελφῷ σου· ἀδελφὲ ἄφες ἐκβάλω τὸ κάρφος τὸ ἐν τῷ ὀφθαλμῷ σου· αὐτὸς τὴν ἐν τῷ ὀφθαλμῷ σου δοκὸν οὐ βλέπων; ὑποκριτὰ ἔκβαλε πρῶτον τὴν δοκὸν ἐκ τοῦ ὀφθαλμοῦ σου καὶ τότε διαβλέψεις ἐκβαλεῖν τὸ κάρφος τὸ ἐν τῷ ὀφθαλμῷ τοῦ ἀδελφοῦ σου." 
"06","43","01H","οὐ γάρ ἐστι δένδρον καλὸν ποιοῦν καρπὸν σαπρόν· οὐδὲ δένδρον σαπρὸν ποιοῦν καρπὸν καλόν." 
"06","44","01H","ἕκαστον γὰρ δένδρον ἐκ τοῦ ἰδίου καρποῦ γινώσκεται οὐ γὰρ ἐξ ἀκανθῶν συλλέγουσι σῦκα οὐδὲ ἐκ βάτου τρυγῶσι σταφυλήν" 
"06","45","01H","ὁ ἀγαθὸς ἄνθρωπος ἐκ τοῦ ἀγαθοῦ θησαυροῦ τῆς καρδίας αὐτοῦ προφέρει τὸ ἀγαθόν· καὶ ὁ πονηρὸς ἄνθρωπος ἐκ τοῦ πονηροῦ θησαυροῦ τῆς καρδίας αὐτοῦ προφέρει τὸ πονηρόν· ἐκ γὰρ τοῦ περισσεύματος τῆς καρδίας λαλεῖ τὸ στόμα αὐτοῦ." 
"06","46","01H","τί δέ με καλεῖτε κύριε κύριε καὶ οὐ ποιεῖτε ἃ λέγω;" 
"06","47","01H","πᾶς ὁ ἐρχόμενος πρός με καὶ ἀκούων μου τῶν λόγων καὶ ποιῶν αὐτοὺς ὑποδείξω ὑμῖν τίνι ἐστὶν ὅμοιος." 
"06","48","01H","ὅμοιός ἐστιν ἀνθρώπῳ οἰκοδομοῦντι οἰκίαν ὃς ἔσκαψε καὶ ἐβάθυνε καὶ ἔθηκε θεμέλιον ἐπὶ τὴν πέτραν· πλημμύρας δὲ γενομένης προσέρρηξεν ὁ ποταμὸς τῇ οἰκίᾳ ἐκείνῃ καὶ οὐκ ἴσχυσε σαλεῦσαι αὐτήν· τεθεμελίωτο γὰρ ἐπὶ τὴν πέτραν." 
"06","49","01H","ὁ δὲ ἀκούσας καὶ μὴ ποιήσας ὅμοιός ἐστιν ἀνθρώπῳ οἰκοδομήσαντι οἰκίαν ἐπὶ τὴν γῆν χωρὶς θεμελίου ᾗ προσέρρηξεν ὁ ποταμός καὶ εὐθέως ἔπεσε καὶ ἐγένετο τὸ ῥῆγμα τῆς οἰκίας ἐκείνης μέγα." 
