"Work","Chapter","Verse","Version","Script" 
"Gal","01","18","01VM","ἔπειτα μετὰ ἔτη τρία ἀνῆλθον εἰς Ἱεροσόλυμα ἱστορῆσαι Κηφᾶν καὶ ἐπέμεινα πρὸς αὐτὸν ἡμέρας δεκαπέντε·" 
"Gal","01","19","01VM","ἕτερον δὲ τῶν ἀποστόλων οὐκ εἶδον εἰ μὴ Ἰάκωβον τὸν ἀδελφὸν τοῦ κυρίου." 
"Gal","01","20","01VM","ἃ δὲ γράφω ὑμῖν ἰδοὺ ἐνώπιον τοῦ θεοῦ ὅτι οὐ ψεύδομαι." 
"Gal","01","21","01VM","ἔπειτα ἦλθον εἰς τὰ κλίματα τῆς Συρίας καὶ τῆς Κιλικίας." 
"Gal","01","22","01VM","ἤμην δὲ ἀγνοούμενος τῷ προσώπῳ ταῖς ἐκκλησίαις τῆς Ἰουδαίας ταῖς ἐν Χριστῷ." 
"Gal","02","01","01VM","ἔπειτα διὰ δεκατεσσάρων ἐτῶν πάλιν ἀνέβην εἰς Ἱεροσόλυμα μετὰ Βαρναβᾶ συνπαραλαβὼν καὶ Τίτον·" 
"Gal","02","02","01VM","ἀνέβην δὲ κατὰ ἀποκάλυψιν καὶ ἀνεθέμην αὐτοῖς τὸ εὐαγγέλιον ὃ κηρύσσω ἐν τοῖς ἔθνεσιν." 
"Gal","02","03","01VM","ἀλλ᾽ οὐδὲ Τίτος (σὺν ἐμοί) Ἕλλην ὤν ἠναγκάσθη περιτμηθῆναι" 
"Gal","02","04","01VM","διὰ τοὺς παρεισάκτους ψευδαδέλφους οἵτινες παρεισῆλθον κατασκοπῆσαι τὴν ἐλευθερίαν ἡμῶν ἣν ἔχομεν ἐν Χριστῷ Ἰησοῦ ἵνα ἡμᾶς καταδουλώσωσιν." 
"Gal","02","05","01VM","οὐδὲ πρὸς ὥραν εἴξαμεν τῇ ὑποταγῇ ἵνα ἡ ἀλήθεια τοῦ εὐαγγελίου διαμείνῃ πρὸς ὑμᾶς." 
"Gal","02","06","01VM","ἀπὸ δὲ τῶν δοκούντων εἶναί τι (). ὁποῖοί ποτε ἦσαν οὐδέν μοι διαφέρει· πρόσωπον θεὸς οὐ λαμβάνει. ἐμοὶ γὰρ οὐδὲν προσανέθεντο" 
"Gal","02","07","01VM","ἀλλὰ τοὐναντίον ἰδόντες ὅτι πεπίστευμαι τὸ εὐαγγέλιον τῆς ἀκροβυστίας" 
"Gal","02","09","01VM","καὶ γνόντες τὴν χάριν τὴν δοθεῖσάν μοι Ἰάκωβος καὶ Κηφᾶς καὶ Ἰωάννης οἱ δοκοῦντες στῦλοι εἶναι δεξιὰς ἔδωκαν ἐμοὶ καὶ Βαρναβᾷ κοινωνίας ἵνα ἡμεῖς εἰς τὰ ἔθνη αὐτοὶ δὲ εἰς τὴν περιτομήν." 
"Gal","02","11","01VM","ὅτε δὲ ἦλθε Κηφᾶς εἰς Ἀντιόχειαν κατὰ πρόσωπον αὐτῷ ἀντέστην ὅτι κατεγνωσμένος ἦν." 
"Gal","02","12","01VM","πρὸ τοῦ γὰρ ἐλθεῖν Ἰακώβον μετὰ τῶν ἐθνῶν συνήσθιεν· ὅτε δὲ ἦλθεν ὑπέστελλε καὶ ἀφώριζεν ἑαυτόν φοβούμενος τοὺς ἐκ περιτομῆς" 
"Gal","02","13","01VM","καὶ συνυπεκρίθησαν αὐτῷ οἱ λοιποὶ Ἰουδαῖοι ὥστε καὶ Βαρναβᾶς συναπήχθη αὐτῶν τῇ ὑποκρίσει." 
"Gal","02","14","01VM","ἀλλ᾽ ὅτε εἶδον ὅτι οὐκ ὀρθοποδοῦσιν πρὸς τὴν ἀλήθειαν τοῦ εὐαγγελίου εἶπον τῷ Κηφᾷ ἔμπροσθεν πάντων· εἰ σὺ Ἰουδαῖος ὑπάρχων ἐθνικῶς ζῇς πῶς τὰ ἔθνη ἀναγκάζεις ἰουδαΐζειν;" 
"Gal","02","15","01VM","ἡμεῖς φύσει Ἰουδαῖοι καὶ οὐκ ἐξ ἐθνῶν ()." 
"Gal","02","18","01VM","εἰ γὰρ ἃ κατέλυσα ταῦτα πάλιν οἰκοδομῶ παραβάτην ἐμαυτὸν συνιστάνω." 
"Gal","02","19","01VM","ἐγὼ γὰρ διὰ νόμου νόμῳ ἀπέθανον ἵνα θεῷ ζήσω. Χριστῷ συνεσταύρωμαι·" 
"Gal","02","20","01VM","ζῶ δὲ οὐκέτι ἐγώ ζῇ δὲ ἐν ἐμοὶ Χριστός· ὃ δὲ νῦν ζῶ ἐν σαρκί ἐν πίστει ζῶ τῇ τοῦ υἱοῦ τοῦ θεοῦ καὶ Χριστοῦ τοῦ ἀγαπήσαντός με καὶ παραδόντος ἑαυτὸν ὑπὲρ ἐμοῦ." 
"Gal","02","21","01VM","οὐκ ἀθετῶ τὴν χάριν· εἰ γὰρ διὰ νόμου δικαιοσύνη ἄρα Χριστὸς δωρεὰν ἀπέθανεν." 
"Gal","03","01","01VM","ὦ ἀνόητοι Γαλάται τίς ὑμᾶς ἐβάσκανεν οἷς κατ᾽ ὀφθαλμοὺς Ἰησοῦς Χριστὸς προεγράφη ἐσταυρωμένος;" 
"Gal","03","02","01VM","τοῦτο μόνον θέλω μαθεῖν ἀφ᾽ ὑμῶν ἐξ ἔργων νόμου τὸ πνεῦμα ἐλάβετε ἢ ἐξ ἀκοῆς πίστεως;" 
"Gal","03","03","01VM","οὕτως ἀνόητοί ἐστε ἐναρξάμενοι πνεύματι νῦν σαρκὶ ἐπιτελεῖσθε;" 
"Gal","03","04","01VM","τοσαῦτα ἐπάθετε εἰκῇ; εἴγε καὶ εἰκῇ" 
"Gal","03","05","01VM","ὁ ἐπιχορηγῶν ὑμῖν τὸ πνεῦμα καὶ ἐνεργῶν δυνάμεις ἐν ὑμῖν ()." 
"Gal","03","11a","01VM","μάθετε ὅτι ὁ δίκαιος ἐκ πίστεως ζήσεται." 
"Gal","03","10","01VM","ὅσοι γὰρ ὑπὸ νόμον ὑπὸ κατάραν εἰσίν· ὅτι ἐπικατάρατος πᾶς ὃς οὐκ ἐμμένει πᾶσι τοῖς ἐγγεγραμμένοις ἐν τῷ βιβλίῳ τοῦ νόμου τοῦ ποιῆσαι αὐτά." 
"Gal","03","11b","01VM","ἐν νόμῳ οὐδεὶς δικαιοῦται." 
"Gal","03","12","01VM","ὁ δὲ νόμος οὐκ ἔστιν ἐκ πίστεως· ὁ δὲ ποιήσας αὐτὰ ζήσεται ἐν αὐτοῖς." 
"Gal","03","13","01VM","Χριστὸς ἡμᾶς ἐξηγόρασεν ἐκ τῆς κατάρας τοῦ νόμου γενόμενος ὑπὲρ ἡμῶν κατάρα ὅτι· ἐπικατάρατος πᾶς ὁ κρεμάμενος ἐπὶ ξύλου." 
"Gal","03","14","01VM","ἐλάβομεν οὖν τὴν εὐλογίαν τοῦ πνεύματος διὰ τῆς πίστεως." 
"Gal","03","26","01VM","πάντες γὰρ υἱοὶ ἐστε τῆς πίστεως" 
"Gal","04","03","01VM","(ἔτι) κατὰ ἄνθρωπον λέγω· ὅτε ἦμεν νήπιοι ὑπὸ τὰ στοιχεῖα τοῦ κόσμου ἦμεν δεδουλωμένοι·" 
"Gal","04","04","01VM","ὅτε δὲ ἦλθε τὸ πλήρωμα τοῦ χρόνου ἀπέστειλεν ὁ θεὸς τὸν υἱὸν αὐτοῦ" 
"Gal","04","05","01VM","ἵνα τοὺς ὑπὸ νόμον ἐξαγοράσῃ ἵνα τὴν υἱοθεσίαν ἀπολάβωμεν." 
"Gal","04","06","01VM","ὅτι δέ ἐσμεν υἱοὶ ἀπέστειλε τὸ πνεῦμα αὐτοῦ εἰς τὰς καρδίας ἡμῶν κρᾶζον Ἀββᾶ ὁ πατήρ." 
"Gal","04","08","01VM","εἰ μὲν οὖν ἐδουλεύσατε τοῖς μὴ φύσει οὖσι θεοῖς·" 
"Gal","04","09","01VM","νῦν δὲ γνόντες θεόν μᾶλλον δὲ γνωσθέντες ὑπὸ θεοῦ πῶς ἐπιστρέφετε πάλιν ἐπὶ τὰ ἀσθενῆ καὶ πτωχὰ στοιχεῖα οἷς πάλιν ἄνωθεν δουλεῦσαι θέλετε;" 
"Gal","04","10","01VM","ἡμέρας παρατηρεῖσθε καὶ μῆνας καὶ καιροὺς καὶ ἐνιαυτούς (καὶ σάββατα ὡς οἶμαι καὶ δεῖπνα καθαρὰ καὶ νηστείας καὶ ἡμέρας μεγάλας)." 
"Gal","04","11","01VM","φοβοῦμαι ὑμᾶς μήπως εἰκῇ κεκοπίακα εἰς ὑμᾶς." 
"Gal","04","12","01VM","γίνεσθε ὡς ἐγώ ὅτι κἀγὼ ὡς ὑμεῖς ἀδελφοί δέομαι ὑμῶν. οὐδέν με ἠδικήσατε·" 
"Gal","04","13","01VM","οἴδατε δὲ ὅτι δι᾽ ἀσθένειαν τῆς σαρκὸς εὐαγγελισάμην ὑμῖν τὸ πρότερον" 
"Gal","04","14","01VM","καὶ τὸν πειρασμόν ὑμῶν ἐν τῇ σαρκί μου (). οὐκ ἐξουθενήσατε οὐδὲ ἐξεπτύσατε ἀλλὰ ὡς ἄγγελον θεοῦ ἐδέξασθέ με ὡς Χριστὸν Ἰησοῦν." 
"Gal","04","15","01VM","ποῦ οὖν ὁ μακαρισμὸς ὑμῶν; μαρτυρῶ γὰρ ὑμῖν ὅτι εἰ δυνατὸν τοὺς ὀφθαλμοὺς ὑμῶν ἐξορύξαντες ἐδώκατέ μοι." 
"Gal","04","16","01VM","ὥστε ἐχθρὸς ὑμῶν γέγονα ἀληθεύων ὑμῖν;" 
"Gal","04","17","01VM","ζηλοῦσιν ὑμᾶς οὐ καλῶς ἀλλὰ ἐκκλεῖσαι ὑμᾶς θέλουσιν (οἱ) () ()." 
"Gal","04","18","01VM","ζηλοῦσθε πάντοτε καὶ μὴ μόνον ἐν τῷ παρεῖναί με πρὸς ὑμᾶς" 
"Gal","04","19","01VM","τέκνα μου οὓς πάλιν ὠδίνω μέχρις οὗ μορφωθῇ Χριστὸς ἐν ὑμῖν." 
"Gal","04","20","01VM","ἤθελον δὲ παρεῖναι πρὸς ὑμᾶς ἄρτι καὶ ἀλλάξαι τὴν φωνήν μου ὅτι ἀποροῦμαι ἐν ὑμῖν." 
"Gal","04","21","01VM","λέγετέ μοι οἱ ὑπὸ νόμον θέλοντες εἶναι τὸν νόμον οὐκ ἀκούετε;" 
"Gal","04","22","01VM","γέγραπται γὰρ ὅτι Ἀβραὰμ δύο υἱοὺς ἔσχεν ἕνα ἐκ τῆς παιδίσκης καὶ ἕνα ἐκ τῆς ἐλευθέρας." 
"Gal","04","23","01VM","ἀλλὰ ὁ ἐκ τῆς παιδίσκης κατὰ σάρκα γεγέννηται ὁ δὲ ἐκ τῆς ἐλευθέρας διὰ τῆς ἐπαγγελίας." 
"Gal","04","24","01VM","ἅτινά ἐστιν ἀλληγορούμενα. αὗται γάρ εἰσι δύο διαθῆκαι μία μὲν ἀπὸ ὄρους Σινᾶ εἰς τὴν συναγωγὴν τῶν Ἰουδαίων κατὰ νόμον εἰς δουλείαν γεννῶσα" 
"Eph","01","21","01VM","μία δὲ ὑπὲρ πᾶσαν δυναστείαν (δύναμιν κυριότητα καὶ πᾶν ὄνομα ὀνομαζόμενον οὐ μόνον ἐν τῷ αἰῶνι τούτῳ ἀλλὰ καὶ ἐν τῷ μέλλοντι) γεννῶσα" 
"Gal","04","26","01VM","ἥτις ἐστὶν μήτηρ ἡμῶν." 
"Gal","04","31","01VM","διό ἀδελφοί οὐκ ἐσμὲν παιδίσκης τέκνα ἀλλὰ τῆς ἐλευθέρας." 
"Gal","05","01","01VM","ᾗ ἐλευθερίᾳ ἡμᾶς Χριστὸς ἠλευθέρωσε στήκετε καὶ μὴ πάλιν ζυγῷ δουλίας ἀνέχεσθε." 
"Gal","05","02","01VM","ἴδε ἐγὼ Παῦλος λέγω ὑμῖν ὅτι ἐὰν περιτέμνησθε Χριστὸς ὑμᾶς οὐδὲν ὠφελήσει·" 
"Gal","05","03","01VM","μαρτύρομαι δὲ πάλιν ὅτι ἄνθρωπος περιτετμημένος ὀφειλέτης ἐστὶν ὅλον τὸν νόμον πληρῶσαι." 
"Gal","05","04","01VM","κατηργεῖτε τὸ σημεῖον τῆς δουλείας. οἵτινες ἐν νόμῳ δικαιοῦσθε τῆς χάριτος ἐξεπέσατε." 
"Gal","05","05","01VM","ἡμεῖς γὰρ πνεύματι ἐκ πίστεως ἐλπίδα δικαιοσύνης ἀπεκδεχόμεθα." 
"Gal","05","07","01VM","ἐτρέχετε καλῶς· τίς ὑμᾶς ἐνέκοψεν ἀληθείᾳ μὴ πείθεσθαι;" 
"Gal","05","08","01VM","ἡ πεισμονὴ ἐκ τοῦ καλοῦντος καὶ οὐκ ἐξ ἡμῶν." 
"Gal","05","09","01VM","μικρὰ ζύμη ὅλον τὸ φύραμα δολοῖ." 
"Gal","05","10","01VM","ἐγὼ πέποιθα εἰς ὑμᾶς ὅτι οὐδὲν ἄλλο φρονήσετε ὁ δὲ ταράσσων ὑμᾶς βαστάσει τὸ κρίμα ὅστις ἐὰν ᾖ." 
"Gal","05","11","01VM","ἐγὼ δέ ἀδελφοί εἰ περιτομὴν ἔτι κηρύσσω τί ἔτι διώκομαι; ἄρα κατήργηται τὸ σκάνδαλον τοῦ σταυροῦ." 
"Gal","05","12","01VM","ὄφελον καὶ ἀποκόψονται οἱ ἀναστατοῦντες ὑμᾶς." 
"Gal","05","13","01VM","ὑμεῖς γὰρ ἐπ᾽ ἐλευθερίᾳ ἐκλήθητε ἀδελφοί· μόνον μὴ τὴν ἐλευθερίαν εἰς ἀφορμὴν τῇ σαρκί ἀλλὰ διὰ τῆς ἀγάπης δουλεύετε ἀλλήλοις." 
"Gal","05","14","01VM","ὁ γὰρ πᾶς νόμος ὑμῖν πεπλήρωται· ἀγαπήσεις τὸν πλησίον σου ὡς σεαυτόν." 
"Gal","05","15","01VM","εἰ δὲ ἀλλήλους δάκνετε καὶ κατεσθίετε βλέπετε μὴ ὑπ᾽ ἀλλήλων ἀναλωθῆτε." 
"Gal","05","16","01VM","λέγω δέ πνεύματι περιπατεῖτε καὶ ἐπιθυμίαν σαρκὸς οὐ μὴ τελέσητε." 
"Gal","05","17","01VM","ἡ γὰρ σὰρξ ἐπιθυμεῖ κατὰ τοῦ πνεύματος τὸ δὲ πνεῦμα κατὰ τῆς σαρκός· ταῦτα γὰρ ἀλλήλοις ἀντίκειται ἵνα μὴ ἂν θέλητε ταῦτα ποιῆτε." 
"Gal","05","18","01VM","εἰ δὲ πνεύματι ἄγεσθε οὐκ ἐστὲ ὑπὸ νόμον." 
"Gal","05","19","01VM","φανερὰ δέ ἐστι τὰ ἔργα τῆς σαρκός ἅτινά ἐστι πορνεία ἀκαθαρσία ἀσέλγεια" 
"Gal","05","20","01VM","εἰδωλολατρία φαρμακεία ἔχθραι ἔρεις ζῆλοι θυμοί ἐριθείαι διχοστασίαι αἱρέσεις" 
"Gal","05","21","01VM","φθόνοι μέθαι κῶμοι· ἃ προλέγω ὑμῖν καθὼς καὶ προεῖπον ὅτι οἱ τὰ τοιαῦτα πράσσοντες βασιλείαν θεοῦ οὐ κληρονομέσουσιν." 
"Gal","05","22","01VM","ὁ δὲ καρπὸς τοῦ πνεύματός ἐστιν ἀγάπη χαρά εἰρήνη μακροθυμία χρηστότης ἀγαθωσύνη πίστις" 
"Gal","05","23","01VM","πραΰτης ἐγκράτεια. κατὰ τῶν τοιούτων οὐκ ἔστι νόμος." 
"Gal","05","24","01VM","οἱ δὲ τοῦ Χριστοῦ τὴν σάρκα ἐσταύρωσαν σὺν τοῖς παθήμασι καὶ ταῖς ἐπιθυμίαις." 
"Gal","05","25","01VM","εἰ ζῶμεν πνεύματι πνεύματι καὶ στοιχῶμεν." 
"Gal","05","26","01VM","μὴ γινώμεθα κενόδοξοι ἀλλήλους προκαλούμενοι ἀλλήλους φθονοῦντες." 
"Gal","06","01","01VM","ἀδελφοί ἐὰν καὶ προλημφθῇ ἄνθρωπος ἔν τινι παραπτώματι ὑμεῖς οἱ πνευματικοὶ καταρτίζετε τὸν τοιοῦτον ἐν πνεύματι πραΰτητος σκοπῶν σεαυτόν μὴ καὶ σὺ πειρασθῇς." 
"Gal","06","02","01VM","ἀλλήλων τὰ βάρη βαστάζετε καὶ οὕτως ἀναπληρώσετε τὸν νόμον τοῦ Χριστοῦ." 
"Gal","06","03","01VM","εἰ γὰρ δοκεῖ τις εἶναί τι μηδὲν ὤν φρεναπατᾷ ἑαυτόν·" 
"Gal","06","04","01VM","τὸ δὲ ἔργον ἑαυτοῦ δοκιμαζέτω καὶ τότε εἰς ἑαυτὸν μόνον τὸ καύχημα ἕξει καὶ οὐκ εἰς τὸν ἕτερον·" 
"Gal","06","05","01VM","ἕκαστος γὰρ τὸ ἴδιον φορτίον βαστάσει." 
"Gal","06","06","01VM","κοινωνείτω δὲ ὁ κατηχούμενος τὸν λόγον τῷ κατηχοῦντι." 
"Gal","06","07","01VM","πλανᾶσθε θεὸς οὐ μυκτηρίζεται· ὃ γὰρ ἂν σπείρῃ ἄνθρωπος τοῦτο καὶ θερίσει·" 
"Gal","06","08","01VM","ὅτι ὁ σπείρων εἰς τὴν σάρκα ἐκ τῆς σαρκὸς θερίσει φθοράν ὁ δὲ σπείρων εἰς τὸ πνεῦμα ἐκ τοῦ πνεύματος θερίσει ζωὴν αἰώνιον." 
"Gal","06","09a","01VM","τὸ δὲ καλὸν ποιοῦντες μὴ ἐγκακῶμεν" 
"Gal","06","10","01VM","καὶ ὡς καιρὸν ἔχομεν ἐργαζώμεθα τὸ ἀγαθὸν·" 
"Gal","06","09b","01VM","καιρῷ δὲ ἰδίῳ θερίσομεν." 
"Gal","06","11","01VM","ἴδετε πηλίκοις ὑμῖν γράμμασιν ἔγραψα τῇ ἐμῇ χειρί." 
"Gal","06","12","01VM","ὅσοι θέλουσιν εὐπροσωπῆσαι ἐν σαρκί οὗτοι ἀναγκάζουσιν ὑμᾶς περιτέμνεσθαι." 
"Gal","06","13","01VM","οὐδὲ γὰρ οἱ περιτεμνημένοι αὐτοὶ νόμον φυλάσσουσιν ἀλλὰ θέλουσιν ὑμᾶς περιτέμνεσθαι ἵνα ἐν τῇ ὑμετέρᾳ σαρκὶ καυχήσωνται." 
"Gal","06","14","01VM","ἐμοὶ δὲ μὴ γένοιτο καυχᾶσθαι εἰ μὴ ἐν τῷ σταυρῷ τοῦ κυρίου ἡμῶν Ἰησοῦ Χριστοῦ δι᾽ οὗ ἐμοὶ κόσμος ἐσταύρωται κἀγὼ κόσμῳ." 
"Gal","06","17","01VM","τοῦ λοιποῦ κόπους μοι μηδεὶς παρεχέτω· ἐγὼ γὰρ τὰ στίγματα τοῦ Χριστοῦ ἐν τῷ σώματί μου βαστάζω." 
"Gal","06","18","01VM","ἡ χάρις τοῦ κυρίου ἡμῶν Ἰησοῦ Χριστοῦ μετὰ τοῦ πνεύματος ὑμῶν ἀδελφοί. ἀμήν." 
