"Chapter","Verse","Version","Script" 
"05","07","08N","καὶ κατένευον τοῖς μετόχοις ἐν τῷ ἑτέρῳ πλοίῳ τοῦ ἐλθόντας βοηθεῖν αὐτοῖς ἐλθόντες οὖν ἔπλησαν ἀμφότερα τὰ πλοῖα ὥστε παρά τι βυθίζεσθαι" 
"05","08","08N","ὁ δὲ Σίμων προσέπεσεν αὐτοῦ τοῖς ποσὶν λέγων παρακαλῶ ἔξελθε ἀπ᾽ ἐμοῦ ὅτι ἀνὴρ ἁμαρτωλός εἰμι κύριε" 
"05","09","08N","θάμβος γὰρ περιέσχεν αὐτὸν ἐπὶ τῇ ἄγρᾳ τῶν ἰχθύων ὧν συνέλαβον" 
"05","10","08N","ἦσαν δὲ κοινωνοὶ αὐτοῦ Ἰάκωβος καὶ Ἰωάνης υἱοὶ Ζεβεδαίου () εἶπεν πρὸς τὸν Σίμωνα [] () μὴ φοβοῦ ἀπὸ τοῦ νῦν γὰρ [] ἀνθρώπους ἔσῃ ζωγρῶν" 
"05","11","08N","καὶ καταγαγόντες τὰ πλοῖα ἐπὶ τὴν γῆν ἀφέντες πάντα ἠκολούθησαν αὐτῷ" 
"05","12","08N","καὶ ἐγένετο ἐν τῷ εἶναι αὐτὸν ἐν μιᾷ τῶν πόλεων καὶ ἰδοὺ ἀνὴρ λεπρὸς [] καὶ ἰδὼν τὸν Ἰησοῦν ἔπεσεν ἐπὶ πρόσωπον λέγων κύριε ἐὰν θέλῃς δύνασαί με καθαρίσαι" 
"05","13","08N","ἐκτείνας δὲ τὴν χεῖρα ἥψατο αὐτοῦ λέγων θέλω καθαρίσθητι καὶ εὐθέως ἐκαθαρίσθη" 
"05","14","08N","καὶ αὐτὸς παρήγγειλεν αὐτῷ μηδενὶ εἰπεῖν ἄπελθε [] δὲ καὶ δεῖξον σεαυτὸν τῷ ἱερεῖ καὶ προσένεγκε περὶ τοῦ καθαρισμοῦ σου καθὼς [] προσέταξεν Μωϋσῆς ἵνα ᾖ [] μαρτύριον τοῦτο ὑμῖν []" 
"05","17","08N","καὶ ἐγένετο ἐν μιᾷ τῶν ἡμερῶν αὐτοῦ διδάσκοντος συνελθεῖν τοὺς Φαρισαίους καὶ νομοδιδασκάλους ἦσαν δὲ συνεληλυθότες ἐκ πάσης κώμης τῆς Γαλιλαίας καὶ Ἰουδαίας τοῦ ἰᾶσθαι αὐτούς" 
"05","18","08N","καὶ ἰδοὺ ἄνδρες φέροντες ἐπὶ κλίνης ἄνθρωπον ὃς ἦν παραλελυμένος καὶ ἐζήτουν εἰσενεγκεῖν αὐτὸν καὶ θεῖναι ἐνώπιον αὐτοῦ" 
"05","19","08N","καὶ μὴ εὑρόντες ποίας εἰσενέγκωσιν αὐτὸν διὰ τὸν ὄχλον ἀνέβησαν ἐπὶ τὸ δῶμα καὶ ἀποστέγασαντες τοὺς κεράμους ὅπου ἦν καθῆκαν τὸν κράβαττον σὺν τῷ παραλυτικῷ εἰς τὸ μέσον ἔμπροσθεν τοῦ Ἰησοῦ" 
"05","20","08N","ἰδὼν δὲ Ἰησοῦς τὴν πίστιν αὐτῶν λέγει τῷ παραλυτικῷ ἄνθρωπε ἀφέωνταί σου αἱ ἁμαρτίαι" 
"05","21","08N","καὶ ἤρξαντο διαλογίζεσθαι οἱ γραμματεῖς καὶ οἱ Φαρισαῖοι ἐν ταῖς καρδίαις αὐτῶν λέγοντες τί οὗτος λαλεῖ βλασφημίας; τίς δύναται [] ἁμαρτίας ἀφεῖναι [] εἰ μὴ εἷς [] θεός;" 
"05","22","08N","ἐπιγνοὺς δὲ ὁ Ἰησοῦς τοὺς διαλογισμοὺς αὐτῶν λέγει αὐτοῖς τί διαλογίζεσθε ἐν ταῖς καρδίαις ὑμῶν πονηρά;" 
"05","23","08N","τί ἐστιν εὐκοπώτερον εἰπεῖν ἀφέωνταί σου αἱ ἁμαρτίαι ἢ εἰπεῖν ἔγειρε καὶ περιπάτει;" 
"05","24","08N","ἵνα δὲ εἰδῆτε ὅτι ἐξουσίαν ἔχει ὁ υἱὸς τοῦ ἀνθρώπου ἀφιέναι ἁμαρτίας ἐπὶ τῆς γῆς λέγει τῷ παραλυτικῷ () ἔγειρε καὶ ἆρον τὸν κράβαττόν σου καὶ πορεύου εἰς τὸν οἶκόν σου" 
"05","25","08N","καὶ παραχρῆμα ἀναστὰς ἐνώπιον αὐτῶν ἄρας τὴν κλίνην ἀπῆλθεν εἰς τὸν οἶκον αὐτοῦ δοξάζων τὸν θεόν" 
"05","26b","08N","καὶ ἐπλήσθησαν θάμβους λέγοντες εἴδομεν παράδοξα σήμερον" 
"05","27","08N","καὶ ἐλθὼν πάλιν παρὰ τὴν θάλασσαν τὸν ἐπακολουθοῦντα αὐτῷ ὄχλον ἐδίδασκεν καὶ παράγων εἶδεν Λευὶ τὸν τοῦ Ἁλφαίου καθήμενον ἐπὶ τὸ τελώνιον καὶ λέγει αὐτῷ ἀκολούθει μοι" 
"05","28","08N","καὶ καταλιπὼν πάντα ἀναστὰς ἠκολούθει αὐτῷ" 
"05","29","08N","καὶ ἐποίησεν Λευὶ δοχὴν αὐτῷ μεγάλην ἐν τῇ οἰκίᾳ αὐτοῦ καὶ ἦν ὄχλος πολὺς τελωνῶν καὶ ἄλλων ἀνακειμένων" 
"05","30","08N","καὶ οἱ Φαρισαῖοι καὶ οἱ γραμματεῖς ἐγόγγυζον πρὸς τοὺς μαθητὰς αὐτοῦ λέγοντες διὰ τί μετὰ τῶν τελωνῶν ἐσθίετε καὶ πίνετε;" 
"05","31","08N","ἀποκριθεὶς δὲ ὁ Ἰησοῦς εἶπεν πρὸς αὐτούς οὐ χρείαν ἔχουσιν οἱ ὑγιαίνοντες ἰατροῦ ἀλλ᾽ οἱ κακῶς ἔχοντες" 
"05","32","08N","οὐκ ἦλθον καλέσαι δικαίους ()" 
"05","33","08N","οἱ δὲ εἶπαν πρὸς αὐτόν () οἱ μαθηταὶ Ἰωάνου () νηστεύουσιν πυκνὰ καὶ δεήσεις ποιοῦνται οἱ δὲ σοὶ ἐσθίουσιν καὶ πίνουσιν;" 
"05","34","08N","ὁ δὲ Ἰησοῦς εἶπεν πρὸς αὐτούς μὴ δύνανται οἱ υἱοὶ τοῦ νυμφῶνος ἐφ᾽ ὅσον μετ᾽ αὐτῶν ἐστιν ὁ νύμφιος νηστεύειν;" 
"05","35","08N","ἐλεύσονται δὲ ἡμέραι καὶ ὅταν ἀπαρθῇ ἀπ᾽ αὐτῶν ὁ νυμφίος τότε νηστεύσουσιν ἐν ἐκείναις ταῖς ἡμέραις" 
"05","36a","08N","ἔλεγεν δὲ καὶ παραβολὴν πρὸς αὐτοὺς ὅτι" 
"05","37","08N","οὐ βάλλουσιν [] οἶνον νέον εἰς ἀσκοὺς παλαιούς εἰ δὲ μή γε ῥήξει ὁ οἶνος ὁ νέος τοὺς ἀσκοὺς τοὺς παλαιούς καὶ αὐτὸς ἐκχυθήσεται καὶ οἱ ἀσκοί ἀπολοῦνται" 
"05","38","08N","ἀλλ᾽ οἶνον νέον εἰς ἀσκοὺς καινοὺς βάλλουσιν [] καὶ ἀμφότεροι συντηροῦνται []" 
"05","36b","08N","καὶ οὐδεὶς ἐπίβλημα ῥάκους ἀγνάφου [] ἐπιβάλλει ἐπὶ ἱματίῳ παλαιῷ [] εἰ δὲ μή γε καὶ τὸ πλήρωμα αἴρει καὶ τῷ παλαιῷ οὐ συμφωνήσει μεῖζον γὰρ σχίσμα γενήσεται []" 
"06","01","08N","καὶ ἐγένετο αὐτὸν ἐν σαββάτῳ δευτεροπρώτῳ διαπορεύεσθαι διὰ τῶν σπορίμων οἱ δὲ μαθηταὶ αὐτοῦ ἤρξαντο τίλλειν [] τοὺς στάχυας καὶ ψώχοντες ταῖς χερσίν ἤσθιον" 
"06","02","08N","τινὲς δὲ τῶν Φαρισαίων [] ἔλεγον αὐτῷ ἴδε τί ποιοῦσιν οἱ μαθηταί σου τοῖς σάββασιν ὃ οὐκ ἔξεστιν" 
"06","03","08N","ἀποκριθεὶς δὲ ὁ Ἰησοῦς ἔλεγεν πρὸς αὐτοὺς οὐδὲ [] τοῦτο ἀνέγνωτε τί [] ἐποίησεν Δαυίδ ();" 
"06","04","08N","εἰσῆλθεν εἰς τὸν οἶκον τοῦ θεοῦ καὶ τοὺς ἄρτους τῆς προθέσεως ἔφαγεν καὶ ἔδωκεν καὶ τοῖς μετ᾽ αὐτοῦ οἷς οὐκ ἐξὸν ἦν φαγεῖν εἰ μὴ μόνοις τοῖς ἱερεῦσιν" 
"06","04b","08N","()" 
"06","06","08N","καὶ εἰσελθόντος αὐτοῦ πάλιν εἰς τὴν συναγωγήν σαββάτῳ ἐν ᾗ ἦν ἄνθρωπος ξηράν [] ἔχων τὴν χεῖρα []" 
"06","07","08N","παρετηροῦντο αὐτὸν οἱ γραμματεῖς και οἱ Φαρισαῖοι εἰ τῷ σαββάτῳ θεραπεύει ἵνα εὕρωσιν κατηγορῆσαι [] αὐτοῦ" 
"06","08","08N","αὐτὸς δὲ γινώσκων τοὺς διαλογισμοὺς αὐτῶν λέγει τῷ τὴν χεῖρα ἔχοντι ξηρὰν ἔγειρου καὶ στῆθι ἐν τῷ μέσῳ καὶ ἀναστὰς ἐστάθη" 
"06","09","08N","εἶπεν δὲ ὁ Ἰησοῦς πρὸς αὐτούς ἐπερωτήσω ὑμᾶς εἰ ἔξεστιν τοῖς σάββασιν [] ἀγαθοποιῆσαι ἢ κακοποιῆσαι [] ψυχὴν σῶσαι [] λῦσαι ἢ ἀπολέσαι οἱ δὲ ἐσιώπων" 
"06","10","08N","καὶ περιβλεψάμενος αὐτοὺς πάντας ἐν ὀργῇ λέγει τῷ ἀνθρώπῳ ἔκτεινον τὴν χεῖρά σου καὶ ἐξέτεινεν καὶ ἀπεκατεστάθη ἡ χεὶρ αὐτοῦ ὡς καὶ ἡ ἄλλη" 
"06","05","08N","καὶ ἔλεγεν αὐτοῖς ὅτι κύριός ἐστιν ὁ υἱὸς τοῦ ἀνθρώπου καὶ τοῦ σαββάτου" 
"06","11","08N","αὐτοὶ δὲ ἐπλήσθησαν ἀνοίας καὶ διελογίζοντο πρὸς ἀλλήλους πῶς ἀπολέσωσιν αὐτὸν" 
"06","12","08N","ἐγένετο δὲ ἐν ταῖς ἡμέραις ἐκείναις ἐξελθεῖν αὐτὸν [] εἰς τὸ ὄρος καὶ προσεύχεσθαι καὶ ἦν διανυκτερεύων ἐν τῇ προσευχῇ" 
"06","13","08N","καὶ ὅτε ἐγένετο ἡμέρα ἐφώνησεν τοὺς μαθητὰς αὐτοῦ καὶ ἐκλεξάμενος ἀπ᾽ αὐτῶν δώδεκα οὓς καὶ ἀποστόλους ἐκάλησεν" 
"06","14","08N","πρῶτον Σίμωνα ὃν καὶ Πέτρον ἐπωνόμασεν καὶ Ἀνδρέαν τὸν ἀδελφὸν αὐτοῦ καὶ Ἰάκωβον καὶ Ἰωάννην τὸν ἀδελφὸν αὐτοῦ οὓς ἐπωνόμασεν Βοανηργές ὅ ἐστιν υἱοὶ βροντῆς καὶ Φίλιππον καὶ Βαρθολομαῖον" 
"06","15","08N","καὶ Μαθθαῖον καὶ Θωμᾶν τὸν ἐπικαλούμενον Δίδυμον καὶ Ἰάκωβον τὸν τοῦ Ἁλφαίου καὶ Σίμωνα τὸν καλούμενον ζηλωτὴν" 
"06","16","08N","καὶ Ἰούδαν Ἰακώβου καὶ Ἰούδαν Ἰσκαριώτην [] ὃς ἐγένετο προδότης" 
"06","17","08N","καὶ καταβὰς [] ἐν αὐτοῖς ἔστη ἐπὶ τόπου πεδινοῦ καὶ ὄχλος μαθητῶν αὐτοῦ καὶ πλῆθος πολὺ τοῦ λαοῦ ἀπὸ πάσης τῆς Ἰουδαίας καὶ Ἰερουσαλὴμ καὶ τῆς παραλίου Τύρου καὶ Σιδῶνος" 
"06","18","08N","ἐληλυθότων ἀκοῦσαι αὐτοῦ καὶ ἰαθῆναι ἀπὸ τῶν νόσων αὐτῶν καὶ οἱ ὁχλούμενοι ἀπὸ πνευμάτων ἀκαθάρτων ἐθεραπεύοντο" 
"06","19","08N","καὶ πᾶς ὁ ὄχλος ἐζήτει ἅψασθαι [] αὐτοῦ ()" 
"06","20","08N","καὶ αὐτὸς ἐπάρας τοὺς ὀφθαλμοὺς αὐτοῦ εἰς τοὺς μαθητὰς αὐτοῦ ἔλεγεν μακάριοι οἱ πτωχοί ὅτι αὐτῶν ἐστὶν ἡ βασιλεία τοῦ θεοῦ []" 
"06","21","08N","μακάριοι οἱ πεινῶντες ὅτι χορτασθήσονται μακάριοι οἱ κλαίοντες ὅτι γελάσουσιν" 
"06","22","08N","μακάριοί ἐστε [] ὅταν μισήσουσιν [] ὑμᾶς οἱ ἄνθρωποι καὶ ὀνειδίσωσιν καὶ ἐκβάλωσιν [] τὸ ὄνομα ὑμῶν ὡς πονηρὸν ἕνεκεν [] τοῦ υἱοῦ τοῦ ἀνθρώπου" 
"06","23","08N","() κατὰ τὰ αὐτὰ [] ἐποίουν τοῖς προφήταις οἱ πατέρες αὐτῶν []" 
"06","24","08N","() οὐαὶ ὑμῖν τοῖς πλουσίοις ὅτι ἀπέχετε τὴν παράκλησιν ὑμῶν" 
"06","25","08N","οὐαὶ ὑμῖν οἱ ἐμπεπλησμένοι ὅτι πεινάσετε [] οὐαὶ () οἱ γελῶντες νῦν ὅτι πενθήσετε [] καὶ κλαύσετε" 
"06","26","08N","οὐαὶ () ὅταν καλῶς ὑμῖν [] εἴπωσιν οἱ ἄνθρωποι κατὰ τὰ αὐτὰ [] ἐποίουν τοῖς ψευδοπροφήταις οἱ πατέρες αὐτῶν []" 
"06","27","08N","ἀλλ᾽ ὑμῖν λέγω τοῖς ἀκούουσιν ἀγαπᾶτε τοὺς ἐχθροὺς ὑμῶν () τοῖς μισοῦσιν [] ὑμᾶς" 
"06","28","08N","εὐλογεῖτε τοὺς καταρωμένους ὑμᾶς καὶ προσεύχεσθε ὑπὲρ τῶν ἐπηρεαζόντων [] ὑμᾶς" 
"06","29","08N","τῷ τύπτοντί [] σε εἰς τὴν σιαγόνα πάρεχε [] αὐτῷ καὶ τὴν ἄλλην καὶ ἀπὸ τοῦ αἴροντός σου [] τὸ ἱμάτιον καὶ τὸν χιτῶνα μὴ κωλύσῃς []" 
"06","30a","08N","παντί () αἰτοῦντί σε δίδου ()" 
"06","31","08N","καὶ καθὼς θέλετε ἵνα ποιῶσιν [] ὑμῖν οἱ ἄνθρωποι [] οὕτως καὶ ὑμεῖς ποιεῖτε αὐτοῖς" 
"06","32","08N","();" 
"06","33","08N","();" 
"06","34","08N","κἂν δανίσητε παρ᾽ ὧν ἐλπίζετε ἀπολαβεῖν [] ποία χάρις ἐστὶν ὑμῖν; ()" 
"06","35","08N","πλὴν ἀγαπᾶτε τοὺς ἐχθροὺς ὑμῶν καὶ ἀγαθοποιεῖτε καὶ δανίζετε μηδὲν ἀπελπίζοντες καὶ ἔσται ὁ μισθὸς ὑμῶν πολύς καὶ ἔσεσθε υἱοὶ θεοῦ ὅτι αὐτὸς χρηστός ἐστιν ἐπὶ τοὺς ἀχαρίστους καὶ πονηρούς" 
"06","36","08N","γίνεσθε [] οἰκτίρμονες καθὼς ὁ πατὴρ ὑμῶν ᾤκτειρεν ὑμᾶς []" 
"06","37","08N","μὴ κρίνετε ἵνα μὴ κριθῆτε μὴ καταδικάζετε ἵνα μὴ καταδικασθῆτε ἀπολύετε καὶ ἀπολυθήσεσθε" 
"06","38","08N","δίδοτε καὶ δοθήσεται ὑμῖν μέτρον καλὸν πεπιεσμένον καὶ ὑπερεκχυννόμενον δώσουσιν εἰς τὸν κόλπον ὑμῶν ᾧ μέτρῳ μετρεῖτε ἀντιμετρηθήσεται [] ὑμῖν" 
"06","39","08N","() μήτι δύναται τυφλὸς τυφλὸν ὁδηγεῖν; οὐχὶ ἀμφότεροι εἰς βόθυνον ἐμπεσοῦνται;" 
"06","40","08N","οὐκ ἔστιν μαθητὴς ὑπὲρ τὸν διδάσκαλον ()" 
"06","41","08N","τί δὲ βλέπεις τὸ κάρφος ἐν τῷ ὀφθαλμῷ τοῦ ἀδελφοῦ σου τὴν δὲ δοκὸν τὴν ἐν τῷ σῷ ὀφθαλμῷ οὐ κατανοεῖς;" 
"06","42","08N","ἢ πῶς δύνασαι λέγειν τῷ ἀδελφῷ σου ἄφες ἐκβάλω τὸ κάρφος ἐκ τοῦ ὀφθαλμοῦ [] σοῦ () ἡ δοκὸς [] ἐν τῷ σῷ [] ὀφθαλμῷ (); ὑποκριτά ἔκβαλε πρῶτον τὴν δοκὸν ἐκ τοῦ ὀφθαλμοῦ σοῦ καὶ τότε διαβλέψεις ἐκβαλεῖν τὸ κάρφος ἐκ τοῦ ὀφθαλμοῦ τοῦ ἀδελφοῦ σου" 
"06","43","08N","οὐκ ἐστιν [] δένδρον καλὸν ποιοῦν καρποὺς σαπρούς [] οὐδὲ δένδρον σαπρὸν ποιοῦν καρποὺς καλοὺς []" 
"06","44","08N","ἕκαστον γὰρ δένδρον ἐκ τοῦ καρποῦ αὐτοῦ γινώσκεται οὐ γὰρ ἐκλέγονται ἐξ ἀκανθῶν σῦκα οὐδὲ ἐκ βάτου σταφυλὴν τρυγῶσιν" 
"06","45","08N","ὁ ἀγαθὸς ἄνθρωπος ἐκ τοῦ ἀγαθοῦ θησαυροῦ τῆς καρδίας αὐτοῦ προφέρει τὸ ἀγαθόν [] καὶ ὁ πονηρὸς ἐκ τοῦ πονηροῦ προφέρει τὸ πονηρόν [] ἐκ γὰρ περισσεύματος καρδίας λαλεῖ τὸ στόμα αὐτοῦ" 
"06","46","08N","τί δέ με καλεῖτε κύριε κύριε καὶ οὐ ποιεῖτε ἅ λέγω;" 
"06","47","08N","()" 
"06","48","08N","()" 
"06","49","08N","()" 
"07","01","08N","()" 
"07","02","08N","ἑκατοντάρχου δέ τινος παῖς κακῶς ἔχων ἤμελλεν τελευτᾶν ὃς ἦν αὐτῷ τίμιος" 
"07","03","08N","καὶ ἀκούσας περὶ τοῦ Ἰησοῦ ἀπέστειλεν πρεσβυτέρους τῶν Ἰουδαίων ἐρωτῶν αὐτὸν ὅπως ἐλθὼν διασώσῃ τὸν δοῦλον αὐτοῦ" 
"07","04","08N","οἱ δὲ παραγενόμενοι ἠρώτων αὐτὸν σπουδαίως λέγοντες ὅτι ἄξιός ἐστιν ᾧ παρέξῃ τοῦτο" 
"07","05","08N","ἀγαπᾷ γὰρ τὸ ἔθνος ἡμῶν καὶ τὴν συναγωγὴν αὐτὸς ᾠκοδόμησεν ἡμῖν" 
"07","06","08N","ἐπορεύετο δὲ μετ᾽ αὐτῶν ὁ Ἰησοῦς ἤδη δὲ οὐ μακρὰν ἀπέχοντος αὐτοῦ τῆς οἰκίας ἔπεμψεν πρὸς αὐτὸν ὁ ἑκατόνταρχος φίλους λέγων αὐτῷ κύριε μὴ σκύλλου οὐ γὰρ εἰμι ἱκανὸς ἵνα μου ὑπὸ τὴν στέγην εἰσέλθῃς" 
"07","07","08N","ἀλλ᾽ εἰπὲ λόγῳ καὶ ἰαθήσεται ὁ παῖς μου" 
"07","08","08N","καὶ γὰρ ἐγὼ ἄνθρωπός εἰμι ὑπὸ ἐξουσίαν τασσόμενος ἔχων ὑπ᾽ ἐμαυτὸν στρατιώτας καὶ λέγω τούτῳ πορεύου καὶ πορεύεται καὶ ἄλλῳ ἔρχου καὶ ἔρχεται καὶ τῷ δούλῳ μου ποίησον τοῦτο καὶ ποιεῖ" 
"07","09","08N","ἀκούσας δὲ ταῦτα ὁ Ἰησοῦς ἐθαύμασεν καὶ στραφεὶς εἶπεν τῷ ἀκολουθοῦντι ὄχλῳ ἀμὴν λέγω ὑμῖν τοσαύτην [] πίστιν οὐδὲ [] ἐν τῷ Ἰσραήλ εὗρον" 
"07","10","08N","καὶ ὑποστρέψαντες εἰς οἶκον οἱ πεμφθέντες δοῦλοι εὗρον τὸν ἀσθενοῦντα ὑγιαίνοντα" 
"07","11","08N","καὶ τῇ ἑξῆς ἐπορεύετο εἰς πόλιν καλουμένην Ναῒν καὶ συνεπορεύοντο αὐτῷ οἱ μαθηταὶ αὐτοῦ καὶ ὄχλος πολύς" 
"07","12","08N","ἐγένετο δὲ ὡς ἤγγιζεν τῇ πύλῃ τῆς πόλεως ἐξεκομίζετο τεθνηκὼς υἱὸς μονογενὴς τῇ μητρὶ αὐτοῦ χήρᾳ οὔσῃ καὶ πολὺς ὄχλος τῆς πόλεως συνεληλύθει αὐτῇ" 
"07","13","08N","ἰδὼν δὲ ὁ Ἰησοῦς ἐσπλαγχνίσθη ἐπ᾽ αὐτῇ καὶ εἶπεν αὐτῇ μὴ κλαῖε" 
"07","14","08N","καὶ προσελθὼν ἥψατο τῆς σοροῦ οἱ δὲ βαστάζοντες ἔστησαν καὶ εἶπεν νεανίσκε νεανίσκε σοὶ λέγω ἐγέρθητι" 
"07","15","08N","καὶ ἀνεκάθισεν ὁ νεκρὸς καὶ ἤρξατο λαλεῖν καὶ ἔδωκεν αὐτὸν τῇ μητρὶ αὐτοῦ" 
"07","16","08N","ἔλαβεν δὲ φόβος πάντας καὶ ἐδόξαζον τὸν θεὸν λέγοντες ὅτι προφήτης μέγας ἐξηγέρθη [] ἐν ἡμῖν καὶ ὅτι ἐπεσκέψατο ὁ θεὸς τὸν λαὸν αὐτου" 
"07","17","08N","καὶ ἐξῆλθεν οὗτος ὁ λόγος ἐν ὅλῃ τῇ Ἰουδαίᾳ περὶ αὐτοῦ καὶ ἐν πάσῃ τῇ περιχώρῳ" 
"07","18","08N","ἐν οἷς καὶ μέχρι Ἰωάνου τοῦ βαπτιστοῦ ὅς καὶ προσκαλεσάμενος δύο τῶν μαθητῶν αὐτοῦ" 
"07","19","08N","λέγει πορευθέντες εἴπατε αὐτῷ σὺ εἶ ὁ ἐρχόμενος [] ἢ ἕτερον [] προσδοκῶμεν;" 
"07","20","08N","καὶ παραγενόμενοι οἱ ἄνδρες πρὸς αὐτὸν εἶπαν Ἰωάννης ὁ βαπτιστὴς ἀπέσταλκεν ἡμᾶς πρὸς σὲ λέγων σὺ εἶ ὁ ἐρχόμενος ἢ ἕτερον προσδοκῶμεν;" 
"07","21","08N","()" 
