"Work","Chapter","Verse","Version","Script" 
"1Cr","07","01","02TZ","[περὶ δὲ ὧν ἐγράψατε καλὸν ἀνθρώπῳ γυναικὸς μὴ ἅπτεσθαι·]" 
"1Cr","07","02","02TZ","[διὰ δὲ τὰς πορνείας ἕκαστος τὴν ἑαυτοῦ γυναῖκα ἐχέτω καὶ ἑκάστη τὸν ἴδιον ἄνδρα ἐχέτω.]" 
"1Cr","07","03","02TZ","[τῇ γυναικὶ ὁ ἀνὴρ τὴν ὀφειλὴν ἀποδιδότω ὁμοίως δὲ καὶ ἡ γυνὴ τῷ ἀνδρί.]" 
"1Cr","07","04","02TZ","[ἡ γυνὴ τοῦ ἰδίου σώματος οὐκ ἐξουσιάζει ἀλλὰ ὁ ἀνήρ· ὁμοίως δὲ καὶ ὁ ἀνὴρ τοῦ ἰδίου σώματος οὐκ ἐξουσιάζει ἀλλὰ ἡ γυνή.]" 
"1Cr","07","05","02TZ","[μὴ ἀποστερεῖτε ἀλλήλους εἰ μήτι ἂν ἐκ συμφώνου πρὸς καιρὸν ἵνα σχολάσητε τῇ προσευχῇ καὶ πάλιν ἐπὶ τὸ αὐτὸ ἦτε ἵνα μὴ πειράζῃ ὑμᾶς ὁ σατανᾶς διὰ τὴν ἀκρασίαν ὑμῶν.]" 
"1Cr","07","06","02TZ","[τοῦτο δὲ λέγω κατὰ συγγνώμην οὐ κατ᾽ ἐπιταγήν.]" 
"1Cr","07","07","02TZ","[θέλω δὲ πάντας ἀνθρώπους εἶναι ὡς καὶ ἐμαυτόν· ἀλλὰ ἕκαστος ἴδιον ἔχει χάρισμα ἐκ θεοῦ ὁ μὲν οὕτως ὁ δὲ οὕτως.]" 
"1Cr","07","08","02TZ","[λέγω δὲ τοῖς ἀγάμοις καὶ ταῖς χήραις καλὸν αὐτοῖς ἐὰν μείνωσιν ὡς κἀγώ·]" 
"1Cr","07","09","02TZ","[εἰ δὲ οὐκ ἐγκρατεύονται γαμησάτωσαν· κρεῖττον γάρ ἐστιν γαμεῖν ἢ πυροῦσθαι.]" 
"1Cr","07","10","02TZ","[τοῖς δὲ γεγαμηκόσιν παραγγέλλω οὐκ ἐγὼ ἀλλὰ ὁ κύριος γυναῖκα ἀπὸ ἀνδρὸς μὴ χωρισθῆναι]" 
"1Cr","07","11","02TZ","[ἐὰν δὲ καὶ χωρισθῇ μενέτω ἄγαμος ἢ τῷ ἀνδρὶ καταλλαγήτω καὶ ἄνδρα γυναῖκα μὴ ἀφιέναι.]" 
